lead_code,sent_at,status,response_message,read_at
LDSMFG_128512,2025-01-24,DELIVERED,,
LDSMFG_106794,2025-01-05,READ,,2025-01-05 02:00:00
LDSMFG_197012,2025-01-09,DELIVERED,,
LDSMFG_148769,2025-01-11,DELIVERED,,
LDSMFG_158637,2025-01-10,READ,,2025-01-10 14:00:00
LDSMFG_184803,2025-01-23,READ,,2025-01-23 18:00:00
LDSMFG_136356,2025-01-09,READ,,2025-01-09 05:00:00
LDSMFG_145534,2025-01-20,READ,,2025-01-20 02:00:00
LDSMFG_134018,2025-01-14,READ,,2025-01-14 15:00:00
LDSMFG_172864,2025-01-15,FAILED,,
LDSMFG_106949,2025-01-26,DELIVERED,,
LDSMFG_141138,2025-01-07,FAILED,,
LDSMFG_194390,2025-01-02,DELIVERED,,
LDSMFG_156694,2025-01-06,DELIVERED,,
LDSMFG_102975,2025-01-07,DELIVERED,,
LDSMFG_172329,2025-01-04,READ,,2025-01-04 19:00:00
LDSMFG_140640,2025-01-03,DELIVERED,,
LDSMFG_139623,2025-01-05,READ,,2025-01-05 02:00:00
LDSMFG_124934,2025-01-12,FAILED,,
LDSMFG_197185,2025-01-17,READ,,2025-01-17 16:00:00
LDSMFG_163807,2025-01-29,FAILED,,
LDSMFG_153457,2025-01-10,DELIVERED,,
LDSMFG_171105,2025-01-25,DELIVERED,,
LDSMFG_149462,2025-01-23,DELIVERED,,
LDSMFG_147560,2025-01-09,DELIVERED,,
LDSMFG_151011,2025-01-14,READ,,2025-01-14 21:00:00
LDSMFG_156354,2025-01-02,READ,,2025-01-02 23:00:00
LDSMFG_158817,2025-01-14,READ,,2025-01-14 09:00:00
LDSMFG_130862,2025-01-10,READ,,2025-01-10 05:00:00
LDSMFG_123843,2025-01-28,DELIVERED,,
LDSMFG_180480,2025-01-21,DELIVERED,,
LDSMFG_151053,2025-01-06,READ,,2025-01-06 02:00:00
LDSMFG_167645,2025-01-14,READ,,2025-01-14 07:00:00
LDSMFG_159726,2025-01-12,DELIVERED,,
LDSMFG_180625,2025-01-12,DELIVERED,,
LDSMFG_164493,2025-01-29,READ,,2025-01-29 01:00:00
LDSMFG_155948,2025-01-12,READ,Pay link?,2025-01-12 15:00:00
LDSMFG_100653,2025-01-02,DELIVERED,,
LDSMFG_117383,2025-01-02,FAILED,,
LDSMFG_133039,2025-01-14,FAILED,,
LDSMFG_166145,2025-01-18,READ,,2025-01-18 04:00:00
LDSMFG_104412,2025-01-15,READ,Wrong number,2025-01-15 16:00:00
LDSMFG_156121,2025-01-21,READ,,2025-01-21 10:00:00
LDSMFG_187365,2025-01-17,DELIVERED,,
LDSMFG_135752,2025-01-26,READ,,2025-01-26 11:00:00
LDSMFG_132427,2025-01-29,DELIVERED,,
LDSMFG_114554,2025-01-11,DELIVERED,,
LDSMFG_151612,2025-01-19,FAILED,,
LDSMFG_152126,2025-01-10,READ,,2025-01-10 01:00:00
LDSMFG_146221,2025-01-02,READ,,2025-01-02 12:00:00
LDSMFG_157379,2025-01-22,READ,,2025-01-22 02:00:00
LDSMFG_148907,2025-01-28,DELIVERED,,
LDSMFG_144814,2025-01-04,DELIVERED,Wrong number,
LDSMFG_140598,2025-01-30,DELIVERED,,
LDSMFG_165486,2025-01-21,FAILED,,
LDSMFG_119302,2025-01-14,DELIVERED,,
LDSMFG_104567,2025-01-22,READ,,2025-01-22 20:00:00
LDSMFG_191409,2025-01-25,READ,,2025-01-25 01:00:00
LDSMFG_185953,2025-01-22,DELIVERED,,
LDSMFG_107153,2025-01-18,FAILED,,
LDSMFG_197528,2025-01-20,READ,,2025-01-20 20:00:00
LDSMFG_113944,2025-01-12,DELIVERED,,
LDSMFG_167236,2025-01-11,READ,,2025-01-11 10:00:00
LDSMFG_116992,2025-01-02,DELIVERED,,
LDSMFG_158058,2025-01-27,FAILED,,
LDSMFG_185271,2025-01-17,READ,,2025-01-17 12:00:00
LDSMFG_160492,2025-01-15,FAILED,,
LDSMFG_157339,2025-01-29,DELIVERED,,
LDSMFG_168425,2025-01-19,DELIVERED,,
LDSMFG_112602,2025-01-06,FAILED,,
LDSMFG_193930,2025-01-03,FAILED,,
LDSMFG_106198,2025-01-20,READ,,2025-01-20 08:00:00
LDSMFG_104055,2025-01-17,READ,,2025-01-17 18:00:00
LDSMFG_136793,2025-01-02,DELIVERED,,
LDSMFG_168872,2025-01-07,READ,,2025-01-07 01:00:00
LDSMFG_170141,2025-01-06,READ,,2025-01-06 11:00:00
LDSMFG_139313,2025-01-15,DELIVERED,,
LDSMFG_172477,2025-01-04,FAILED,,
LDSMFG_192577,2025-01-04,READ,,2025-01-04 19:00:00
LDSMFG_145012,2025-01-12,READ,Pay link?,2025-01-12 06:00:00
LDSMFG_167236,2025-01-04,READ,Pay link?,2025-01-04 03:00:00
LDSMFG_176942,2025-01-11,READ,,2025-01-11 07:00:00
LDSMFG_129367,2025-01-14,DELIVERED,Wrong number,
LDSMFG_150253,2025-01-16,DELIVERED,,
LDSMFG_174539,2025-01-18,FAILED,,
LDSMFG_171396,2025-01-08,READ,,2025-01-08 14:00:00
LDSMFG_171383,2025-01-15,READ,,2025-01-15 21:00:00
LDSMFG_184793,2025-01-13,READ,,2025-01-13 11:00:00
LDSMFG_188436,2025-01-18,DELIVERED,Pay link?,
LDSMFG_128420,2025-01-08,READ,,2025-01-08 23:00:00
LDSMFG_118683,2025-01-30,DELIVERED,,
LDSMFG_121098,2025-01-05,FAILED,,
LDSMFG_184701,2025-01-09,READ,,2025-01-09 06:00:00
LDSMFG_123770,2025-01-22,DELIVERED,,
LDSMFG_156039,2025-01-19,READ,,2025-01-19 03:00:00
LDSMFG_131876,2025-01-19,READ,,2025-01-19 01:00:00
LDSMFG_199006,2025-01-16,FAILED,,
LDSMFG_183642,2025-01-12,READ,,2025-01-12 01:00:00
LDSMFG_140658,2025-01-24,FAILED,,
LDSMFG_121559,2025-01-17,DELIVERED,,
LDSMFG_107205,2025-01-23,DELIVERED,,
LDSMFG_110813,2025-01-20,DELIVERED,,
LDSMFG_185095,2025-01-12,DELIVERED,,
LDSMFG_144259,2025-01-12,FAILED,,
LDSMFG_106331,2025-01-29,DELIVERED,,
LDSMFG_147562,2025-01-18,FAILED,,
LDSMFG_109226,2025-01-30,FAILED,,
LDSMFG_184592,2025-01-22,READ,Wrong number,2025-01-22 20:00:00
LDSMFG_195296,2025-01-20,READ,,2025-01-20 16:00:00
LDSMFG_174035,2025-01-05,READ,,2025-01-05 17:00:00
LDSMFG_175371,2025-01-15,DELIVERED,,
LDSMFG_165830,2025-01-30,DELIVERED,,
LDSMFG_187210,2025-01-26,DELIVERED,,
LDSMFG_154401,2025-01-20,READ,,2025-01-20 12:00:00
LDSMFG_144391,2025-01-16,FAILED,,
LDSMFG_184709,2025-01-23,FAILED,Pay link?,
LDSMFG_100163,2025-01-25,DELIVERED,,
LDSMFG_102177,2025-01-05,DELIVERED,Pay link?,
LDSMFG_143323,2025-01-15,READ,,2025-01-15 07:00:00
LDSMFG_114316,2025-01-13,READ,,2025-01-13 16:00:00
LDSMFG_146105,2025-01-02,DELIVERED,,
LDSMFG_109960,2025-01-17,DELIVERED,,
LDSMFG_191003,2025-01-11,READ,,2025-01-11 08:00:00
LDSMFG_162259,2025-01-07,READ,,2025-01-07 12:00:00
LDSMFG_196974,2025-01-06,DELIVERED,,
LDSMFG_111089,2025-01-02,READ,,2025-01-02 20:00:00
LDSMFG_179099,2025-01-19,READ,,2025-01-19 08:00:00
LDSMFG_136296,2025-01-07,DELIVERED,,
LDSMFG_193504,2025-01-27,DELIVERED,,
LDSMFG_178484,2025-01-29,DELIVERED,,
LDSMFG_134757,2025-01-21,READ,,2025-01-21 08:00:00
LDSMFG_104381,2025-01-27,READ,,2025-01-27 12:00:00
LDSMFG_172483,2025-01-29,DELIVERED,,
LDSMFG_166563,2025-01-28,DELIVERED,,
LDSMFG_162666,2025-01-27,READ,,2025-01-27 01:00:00
LDSMFG_191900,2025-01-20,DELIVERED,,
LDSMFG_135975,2025-01-03,DELIVERED,,
LDSMFG_152010,2025-01-22,READ,,2025-01-22 09:00:00
LDSMFG_151727,2025-01-11,FAILED,,
LDSMFG_192612,2025-01-07,READ,,2025-01-07 18:00:00
LDSMFG_184512,2025-01-03,READ,Wrong number,2025-01-03 21:00:00
LDSMFG_191932,2025-01-15,DELIVERED,,
LDSMFG_176312,2025-01-06,DELIVERED,,
LDSMFG_133004,2025-01-17,READ,,2025-01-17 01:00:00
LDSMFG_198473,2025-01-11,READ,,2025-01-11 02:00:00
LDSMFG_139838,2025-01-11,READ,,2025-01-11 21:00:00
LDSMFG_173918,2025-01-10,READ,,2025-01-10 11:00:00
LDSMFG_130676,2025-01-28,READ,,2025-01-28 06:00:00
LDSMFG_130220,2025-01-21,READ,,2025-01-21 02:00:00
LDSMFG_192703,2025-01-07,READ,,2025-01-07 05:00:00
LDSMFG_158960,2025-01-02,DELIVERED,,
LDSMFG_145467,2025-01-13,READ,,2025-01-13 04:00:00
LDSMFG_187509,2025-01-21,DELIVERED,,
LDSMFG_197332,2025-01-16,READ,,2025-01-16 19:00:00
LDSMFG_103442,2025-01-20,READ,,2025-01-20 09:00:00
LDSMFG_181221,2025-01-03,DELIVERED,,
LDSMFG_142591,2025-01-14,DELIVERED,,
LDSMFG_144333,2025-01-14,READ,,2025-01-14 02:00:00
LDSMFG_180151,2025-01-26,READ,,2025-01-26 22:00:00
LDSMFG_135655,2025-01-06,DELIVERED,,
LDSMFG_119366,2025-01-12,READ,Pay link?,2025-01-12 13:00:00
LDSMFG_171069,2025-01-05,DELIVERED,,
LDSMFG_174242,2025-01-09,READ,,2025-01-09 14:00:00
LDSMFG_119518,2025-01-17,READ,,2025-01-17 23:00:00
LDSMFG_194993,2025-01-16,READ,,2025-01-16 04:00:00
LDSMFG_150960,2025-01-01,READ,,2025-01-01 17:00:00
LDSMFG_150339,2025-01-02,READ,,2025-01-02 17:00:00
LDSMFG_133583,2025-01-26,READ,,2025-01-26 06:00:00
LDSMFG_155508,2025-01-06,DELIVERED,Pay link?,
LDSMFG_195071,2025-01-20,READ,Pay link?,2025-01-20 03:00:00
LDSMFG_157088,2025-01-04,READ,,2025-01-04 06:00:00
LDSMFG_177377,2025-01-04,DELIVERED,,
LDSMFG_195679,2025-01-29,FAILED,,
LDSMFG_151066,2025-01-20,DELIVERED,,
LDSMFG_182966,2025-01-09,READ,,2025-01-09 22:00:00
LDSMFG_136233,2025-01-24,READ,,2025-01-24 14:00:00
LDSMFG_192090,2025-01-25,READ,,2025-01-25 04:00:00
LDSMFG_188669,2025-01-22,FAILED,,
LDSMFG_181183,2025-01-12,READ,,2025-01-12 06:00:00
LDSMFG_132743,2025-01-23,READ,,2025-01-23 23:00:00
LDSMFG_105927,2025-01-03,READ,,2025-01-03 12:00:00
LDSMFG_127374,2025-01-11,READ,,2025-01-11 11:00:00
LDSMFG_115726,2025-01-06,DELIVERED,Wrong number,
LDSMFG_125313,2025-01-26,READ,,2025-01-26 22:00:00
LDSMFG_117889,2025-01-29,DELIVERED,Pay link?,
LDSMFG_114433,2025-01-03,DELIVERED,,
LDSMFG_131690,2025-01-04,READ,,2025-01-04 11:00:00
LDSMFG_160758,2025-01-30,READ,,2025-01-30 14:00:00
LDSMFG_189407,2025-01-27,READ,Wrong number,2025-01-27 06:00:00
LDSMFG_125941,2025-01-14,READ,,2025-01-14 11:00:00
LDSMFG_172226,2025-01-24,READ,,2025-01-24 15:00:00
LDSMFG_151261,2025-01-10,DELIVERED,,
LDSMFG_189617,2025-01-01,DELIVERED,,
LDSMFG_129282,2025-01-04,READ,Pay link?,2025-01-04 12:00:00
LDSMFG_191884,2025-01-15,READ,Wrong number,2025-01-15 18:00:00
LDSMFG_136394,2025-01-27,READ,,2025-01-27 13:00:00
LDSMFG_180232,2025-01-15,READ,,2025-01-15 01:00:00
LDSMFG_162656,2025-01-26,DELIVERED,,
LDSMFG_101487,2025-01-20,DELIVERED,,
LDSMFG_155135,2025-01-24,DELIVERED,,
LDSMFG_164824,2025-01-28,READ,,2025-01-28 01:00:00
LDSMFG_176718,2025-01-11,READ,,2025-01-11 03:00:00
LDSMFG_187694,2025-01-02,READ,,2025-01-02 18:00:00
LDSMFG_118896,2025-01-01,DELIVERED,,
LDSMFG_167858,2025-01-22,READ,,2025-01-22 18:00:00
LDSMFG_128840,2025-01-20,DELIVERED,,
LDSMFG_139926,2025-01-08,READ,,2025-01-08 15:00:00
LDSMFG_103199,2025-01-16,READ,,2025-01-16 14:00:00
LDSMFG_150107,2025-01-07,DELIVERED,,
LDSMFG_170118,2025-01-28,DELIVERED,,
LDSMFG_136357,2025-01-02,READ,,2025-01-02 16:00:00
LDSMFG_147605,2025-01-12,DELIVERED,,
LDSMFG_188310,2025-01-12,DELIVERED,,
LDSMFG_165515,2025-01-11,DELIVERED,,
LDSMFG_131407,2025-01-14,READ,,2025-01-14 19:00:00
LDSMFG_146381,2025-01-12,FAILED,,
LDSMFG_106847,2025-01-06,DELIVERED,,
LDSMFG_118256,2025-01-22,READ,Pay link?,2025-01-22 16:00:00
LDSMFG_116904,2025-01-26,DELIVERED,,
LDSMFG_187725,2025-01-24,DELIVERED,,
LDSMFG_154120,2025-01-12,DELIVERED,,
LDSMFG_187100,2025-01-30,READ,,2025-01-30 21:00:00
LDSMFG_168795,2025-01-11,READ,,2025-01-11 22:00:00
LDSMFG_176727,2025-01-06,READ,,2025-01-06 15:00:00
LDSMFG_129871,2025-01-16,FAILED,,
LDSMFG_163535,2025-01-30,DELIVERED,,
LDSMFG_175133,2025-01-27,READ,,2025-01-27 15:00:00
LDSMFG_108139,2025-01-04,DELIVERED,,
LDSMFG_148200,2025-01-05,FAILED,,
LDSMFG_170429,2025-01-29,DELIVERED,,
LDSMFG_186396,2025-01-18,READ,,2025-01-18 01:00:00
LDSMFG_175838,2025-01-11,READ,,2025-01-11 16:00:00
LDSMFG_169613,2025-01-21,READ,Wrong number,2025-01-21 18:00:00
LDSMFG_128241,2025-01-09,DELIVERED,,
LDSMFG_102372,2025-01-19,READ,,2025-01-19 19:00:00
LDSMFG_149754,2025-01-23,READ,,2025-01-23 12:00:00
LDSMFG_115782,2025-01-01,DELIVERED,,
LDSMFG_195369,2025-01-25,READ,,2025-01-25 04:00:00
LDSMFG_151393,2025-01-30,READ,,2025-01-30 09:00:00
LDSMFG_186776,2025-01-11,READ,,2025-01-11 02:00:00
LDSMFG_113878,2025-01-14,FAILED,Pay link?,
LDSMFG_192434,2025-01-14,READ,,2025-01-14 12:00:00
LDSMFG_145630,2025-01-10,READ,,2025-01-10 13:00:00
LDSMFG_145072,2025-01-06,READ,,2025-01-06 06:00:00
LDSMFG_151837,2025-01-26,DELIVERED,,
LDSMFG_146368,2025-01-26,DELIVERED,,
LDSMFG_177751,2025-01-18,READ,,2025-01-18 22:00:00
LDSMFG_114827,2025-01-07,READ,,2025-01-07 14:00:00
LDSMFG_185876,2025-01-22,READ,,2025-01-22 14:00:00
LDSMFG_166931,2025-01-02,READ,,2025-01-02 16:00:00
LDSMFG_123274,2025-01-17,READ,,2025-01-17 17:00:00
LDSMFG_113256,2025-01-25,DELIVERED,,
LDSMFG_175248,2025-01-21,DELIVERED,,
LDSMFG_163591,2025-01-11,FAILED,,
LDSMFG_125097,2025-01-03,READ,,2025-01-03 01:00:00
LDSMFG_147712,2025-01-29,READ,,2025-01-29 10:00:00
LDSMFG_148716,2025-01-24,READ,,2025-01-24 06:00:00
LDSMFG_162025,2025-01-17,READ,,2025-01-17 10:00:00
LDSMFG_125978,2025-01-29,DELIVERED,,
LDSMFG_127657,2025-01-20,DELIVERED,,
LDSMFG_162628,2025-01-18,READ,,2025-01-18 23:00:00
LDSMFG_198222,2025-01-15,DELIVERED,Pay link?,
LDSMFG_113930,2025-01-08,DELIVERED,,
LDSMFG_103302,2025-01-11,FAILED,,
LDSMFG_172797,2025-01-02,DELIVERED,,
LDSMFG_133172,2025-01-07,DELIVERED,,
LDSMFG_176849,2025-01-18,READ,,2025-01-18 21:00:00
LDSMFG_133521,2025-01-07,DELIVERED,,
LDSMFG_148615,2025-01-06,READ,,2025-01-06 13:00:00
LDSMFG_120318,2025-01-27,DELIVERED,,
LDSMFG_115795,2025-01-21,DELIVERED,,
LDSMFG_169714,2025-01-21,READ,,2025-01-21 02:00:00
LDSMFG_127412,2025-01-17,READ,,2025-01-17 15:00:00
LDSMFG_123295,2025-01-02,DELIVERED,,
LDSMFG_144690,2025-01-24,READ,,2025-01-24 15:00:00
LDSMFG_170490,2025-01-22,DELIVERED,,
LDSMFG_156212,2025-01-04,DELIVERED,,
LDSMFG_192403,2025-01-03,DELIVERED,,
LDSMFG_139986,2025-01-18,DELIVERED,,
LDSMFG_164787,2025-01-02,DELIVERED,,
LDSMFG_167528,2025-01-10,READ,,2025-01-10 09:00:00
LDSMFG_172228,2025-01-14,DELIVERED,,
LDSMFG_100816,2025-01-21,READ,,2025-01-21 04:00:00
LDSMFG_126633,2025-01-28,READ,,2025-01-28 15:00:00
LDSMFG_169628,2025-01-28,FAILED,,
LDSMFG_130677,2025-01-08,READ,,2025-01-08 03:00:00
LDSMFG_102183,2025-01-09,DELIVERED,,
LDSMFG_162005,2025-01-27,READ,,2025-01-27 20:00:00
LDSMFG_124880,2025-01-26,READ,,2025-01-26 12:00:00
LDSMFG_153360,2025-01-12,DELIVERED,,
LDSMFG_166884,2025-01-12,READ,,2025-01-12 18:00:00
LDSMFG_100169,2025-01-06,READ,Wrong number,2025-01-06 11:00:00
LDSMFG_133780,2025-01-30,READ,Wrong number,2025-01-30 14:00:00
LDSMFG_180590,2025-01-04,READ,,2025-01-04 11:00:00
LDSMFG_131144,2025-01-25,READ,,2025-01-25 18:00:00
LDSMFG_119392,2025-01-16,READ,,2025-01-16 01:00:00
LDSMFG_116275,2025-01-04,FAILED,,
LDSMFG_111433,2025-01-22,READ,,2025-01-22 18:00:00
LDSMFG_125093,2025-01-09,READ,,2025-01-09 15:00:00
LDSMFG_125407,2025-01-21,READ,,2025-01-21 09:00:00
LDSMFG_160647,2025-01-09,DELIVERED,,
LDSMFG_164105,2025-01-24,DELIVERED,,
LDSMFG_133902,2025-01-04,DELIVERED,,
LDSMFG_127400,2025-01-20,READ,,2025-01-20 15:00:00
LDSMFG_187655,2025-01-30,READ,,2025-01-30 21:00:00
LDSMFG_187880,2025-01-28,FAILED,,
LDSMFG_104333,2025-01-10,READ,,2025-01-10 11:00:00
LDSMFG_184367,2025-01-18,DELIVERED,,
LDSMFG_171294,2025-01-25,DELIVERED,,
LDSMFG_191815,2025-01-29,DELIVERED,,
LDSMFG_133243,2025-01-10,READ,,2025-01-10 11:00:00
LDSMFG_197500,2025-01-01,READ,Wrong number,2025-01-01 03:00:00
LDSMFG_175811,2025-01-16,DELIVERED,,
LDSMFG_136436,2025-01-03,DELIVERED,,
LDSMFG_186141,2025-01-11,FAILED,,
LDSMFG_143284,2025-01-27,READ,,2025-01-27 05:00:00
LDSMFG_100580,2025-01-10,DELIVERED,,
LDSMFG_108281,2025-01-12,READ,,2025-01-12 14:00:00
LDSMFG_117560,2025-01-29,FAILED,Wrong number,
LDSMFG_175078,2025-01-26,READ,,2025-01-26 21:00:00
LDSMFG_129754,2025-01-04,DELIVERED,,
LDSMFG_133404,2025-01-01,READ,Pay link?,2025-01-01 12:00:00
LDSMFG_124619,2025-01-14,READ,,2025-01-14 20:00:00
LDSMFG_169289,2025-01-11,READ,,2025-01-11 16:00:00
LDSMFG_173228,2025-01-02,DELIVERED,,
LDSMFG_108698,2025-01-11,READ,,2025-01-11 19:00:00
LDSMFG_147376,2025-01-21,DELIVERED,,
LDSMFG_157277,2025-01-21,READ,,2025-01-21 23:00:00
LDSMFG_162597,2025-01-23,READ,,2025-01-23 06:00:00
LDSMFG_167016,2025-01-14,READ,,2025-01-14 19:00:00
LDSMFG_174312,2025-01-11,READ,,2025-01-11 21:00:00
LDSMFG_124602,2025-01-03,READ,,2025-01-03 17:00:00
LDSMFG_154928,2025-01-28,READ,,2025-01-28 05:00:00
LDSMFG_118774,2025-01-11,READ,,2025-01-11 12:00:00
LDSMFG_195035,2025-01-30,DELIVERED,,
LDSMFG_179604,2025-01-26,READ,,2025-01-26 12:00:00
LDSMFG_118273,2025-01-19,DELIVERED,Wrong number,
LDSMFG_136447,2025-01-16,DELIVERED,Pay link?,
LDSMFG_108394,2025-01-29,READ,Pay link?,2025-01-29 13:00:00
LDSMFG_118252,2025-01-30,DELIVERED,,
LDSMFG_177815,2025-01-15,DELIVERED,,
LDSMFG_106373,2025-01-03,DELIVERED,,
LDSMFG_171862,2025-01-19,FAILED,,
LDSMFG_112231,2025-01-08,READ,,2025-01-08 02:00:00
LDSMFG_180194,2025-01-08,FAILED,,
LDSMFG_158579,2025-01-27,DELIVERED,,
LDSMFG_103413,2025-01-07,READ,,2025-01-07 18:00:00
LDSMFG_188798,2025-01-15,DELIVERED,,
LDSMFG_119709,2025-01-24,DELIVERED,,
LDSMFG_174639,2025-01-17,READ,,2025-01-17 12:00:00
LDSMFG_189922,2025-01-18,READ,,2025-01-18 23:00:00
LDSMFG_171897,2025-01-07,READ,,2025-01-07 21:00:00
LDSMFG_129455,2025-01-23,READ,,2025-01-23 02:00:00
LDSMFG_171638,2025-01-19,DELIVERED,,
LDSMFG_193329,2025-01-06,FAILED,,
LDSMFG_137989,2025-01-28,FAILED,Wrong number,
LDSMFG_137242,2025-01-18,READ,,2025-01-18 05:00:00
LDSMFG_180360,2025-01-26,READ,,2025-01-26 09:00:00
LDSMFG_175656,2025-01-21,READ,,2025-01-21 02:00:00
LDSMFG_116406,2025-01-07,FAILED,,
LDSMFG_177256,2025-01-30,DELIVERED,,
LDSMFG_117571,2025-01-04,READ,,2025-01-04 13:00:00
LDSMFG_103318,2025-01-30,DELIVERED,,
LDSMFG_169650,2025-01-28,READ,,2025-01-28 02:00:00
LDSMFG_107866,2025-01-07,READ,,2025-01-07 02:00:00
LDSMFG_146590,2025-01-10,READ,Wrong number,2025-01-10 20:00:00
LDSMFG_105599,2025-01-13,READ,,2025-01-13 09:00:00
LDSMFG_138069,2025-01-29,READ,Wrong number,2025-01-29 02:00:00
LDSMFG_145715,2025-01-02,READ,,2025-01-02 20:00:00
LDSMFG_182257,2025-01-01,DELIVERED,,
LDSMFG_195730,2025-01-17,READ,,2025-01-17 11:00:00
LDSMFG_196438,2025-01-03,READ,,2025-01-03 12:00:00
LDSMFG_176355,2025-01-13,READ,,2025-01-13 22:00:00
LDSMFG_119397,2025-01-05,READ,,2025-01-05 05:00:00
LDSMFG_169981,2025-01-11,DELIVERED,,
LDSMFG_142583,2025-01-13,READ,,2025-01-13 07:00:00
LDSMFG_188615,2025-01-16,DELIVERED,Pay link?,
LDSMFG_127216,2025-01-11,READ,Pay link?,2025-01-11 04:00:00
LDSMFG_142057,2025-01-21,READ,Pay link?,2025-01-21 11:00:00
LDSMFG_183122,2025-01-22,READ,,2025-01-22 12:00:00
LDSMFG_153520,2025-01-08,DELIVERED,,
LDSMFG_171803,2025-01-02,DELIVERED,,
LDSMFG_183978,2025-01-28,DELIVERED,,
LDSMFG_152346,2025-01-18,FAILED,,
LDSMFG_148223,2025-01-23,DELIVERED,,
LDSMFG_112586,2025-01-10,READ,,2025-01-10 08:00:00
LDSMFG_160880,2025-01-29,READ,,2025-01-29 19:00:00
LDSMFG_199189,2025-01-08,READ,,2025-01-08 18:00:00
LDSMFG_132891,2025-01-04,FAILED,,
LDSMFG_158864,2025-01-10,FAILED,,
LDSMFG_136115,2025-01-15,READ,,2025-01-15 01:00:00
LDSMFG_190232,2025-01-11,DELIVERED,,
LDSMFG_186043,2025-01-01,READ,,2025-01-01 06:00:00
LDSMFG_107420,2025-01-07,READ,,2025-01-07 01:00:00
LDSMFG_165481,2025-01-02,FAILED,,
LDSMFG_195061,2025-01-14,DELIVERED,,
LDSMFG_102730,2025-01-13,READ,,2025-01-13 08:00:00
LDSMFG_129006,2025-01-07,READ,,2025-01-07 14:00:00
LDSMFG_172561,2025-01-22,READ,,2025-01-22 07:00:00
LDSMFG_138383,2025-01-26,DELIVERED,,
LDSMFG_178561,2025-01-01,DELIVERED,,
LDSMFG_169174,2025-01-13,READ,,2025-01-13 18:00:00
LDSMFG_182182,2025-01-20,READ,,2025-01-20 07:00:00
LDSMFG_138817,2025-01-27,DELIVERED,,
LDSMFG_129709,2025-01-26,READ,Pay link?,2025-01-26 19:00:00
LDSMFG_175285,2025-01-11,DELIVERED,,
LDSMFG_194958,2025-01-20,DELIVERED,,
LDSMFG_109319,2025-01-09,READ,,2025-01-09 22:00:00
LDSMFG_161324,2025-01-28,FAILED,,
LDSMFG_169060,2025-01-12,DELIVERED,,
LDSMFG_141972,2025-01-06,READ,,2025-01-06 06:00:00
LDSMFG_102837,2025-01-26,READ,,2025-01-26 10:00:00
LDSMFG_129317,2025-01-06,READ,,2025-01-06 15:00:00
LDSMFG_191680,2025-01-09,READ,,2025-01-09 21:00:00
LDSMFG_194563,2025-01-17,READ,,2025-01-17 08:00:00
LDSMFG_141001,2025-01-09,READ,,2025-01-09 02:00:00
LDSMFG_193575,2025-01-29,READ,,2025-01-29 06:00:00
LDSMFG_193544,2025-01-16,READ,,2025-01-16 08:00:00
LDSMFG_182838,2025-01-08,DELIVERED,Wrong number,
LDSMFG_155902,2025-01-23,DELIVERED,,
LDSMFG_109379,2025-01-09,READ,,2025-01-09 03:00:00
LDSMFG_171013,2025-01-13,READ,,2025-01-13 23:00:00
LDSMFG_163979,2025-01-06,READ,,2025-01-06 22:00:00
LDSMFG_166350,2025-01-13,READ,,2025-01-13 15:00:00
LDSMFG_193932,2025-01-25,READ,,2025-01-25 13:00:00
LDSMFG_154598,2025-01-27,DELIVERED,,
LDSMFG_153539,2025-01-04,READ,,2025-01-04 13:00:00
LDSMFG_186674,2025-01-25,READ,,2025-01-25 19:00:00
LDSMFG_168706,2025-01-23,READ,,2025-01-23 01:00:00
LDSMFG_184890,2025-01-09,READ,,2025-01-09 13:00:00
LDSMFG_175586,2025-01-06,READ,,2025-01-06 05:00:00
LDSMFG_120279,2025-01-29,READ,,2025-01-29 16:00:00
LDSMFG_102866,2025-01-20,DELIVERED,,
LDSMFG_154300,2025-01-26,DELIVERED,,
LDSMFG_126829,2025-01-25,READ,,2025-01-25 14:00:00
LDSMFG_189580,2025-01-28,READ,,2025-01-28 05:00:00
LDSMFG_105398,2025-01-14,DELIVERED,,
LDSMFG_151313,2025-01-02,READ,,2025-01-02 17:00:00
LDSMFG_154502,2025-01-09,FAILED,,
LDSMFG_151241,2025-01-18,DELIVERED,,
LDSMFG_129906,2025-01-30,READ,,2025-01-30 18:00:00
LDSMFG_167990,2025-01-19,DELIVERED,,
LDSMFG_160478,2025-01-17,READ,Pay link?,2025-01-17 13:00:00
LDSMFG_122191,2025-01-14,DELIVERED,Pay link?,
LDSMFG_136563,2025-01-28,DELIVERED,Wrong number,
LDSMFG_109432,2025-01-01,DELIVERED,,
LDSMFG_161666,2025-01-12,DELIVERED,,
LDSMFG_101609,2025-01-11,DELIVERED,,
LDSMFG_110843,2025-01-18,DELIVERED,,
LDSMFG_191884,2025-01-15,DELIVERED,,
LDSMFG_117587,2025-01-27,READ,,2025-01-27 07:00:00
LDSMFG_179848,2025-01-20,READ,,2025-01-20 15:00:00
LDSMFG_163010,2025-01-05,DELIVERED,,
LDSMFG_143041,2025-01-11,DELIVERED,,
LDSMFG_183083,2025-01-01,DELIVERED,,
LDSMFG_115783,2025-01-04,DELIVERED,,
LDSMFG_150484,2025-01-25,DELIVERED,,
LDSMFG_129469,2025-01-14,FAILED,,
LDSMFG_151426,2025-01-30,READ,,2025-01-30 07:00:00
LDSMFG_111458,2025-01-21,DELIVERED,,
