lead_code,visit_date,latitude,longitude,result,remarks
LDSMFG_188616,2025-01-03,16.8411712341646,77.50621916598635,DOOR_LOCKED,Visited location
LDSMFG_107258,2025-01-07,24.389360446835788,77.73925496661013,DOOR_LOCKED,Visited location
LDSMFG_163183,2025-01-29,14.732078677576444,77.77843640425652,SHIFTED,Visited location
LDSMFG_123580,2025-01-12,22.986862450740134,77.57341886834423,SHIFTED,Visited location
LDSMFG_174646,2025-01-05,15.293033672637659,77.54448571817673,DOOR_LOCKED,Visited location
LDSMFG_134031,2025-01-27,26.571614333698633,77.67861124215048,MET_CUSTOMER,Visited location
LDSMFG_151700,2025-01-06,16.275494103950507,77.75123511624025,MET_CUSTOMER,Visited location
LDSMFG_132906,2025-01-27,23.69929751872424,77.52718811035021,SHIFTED,Visited location
LDSMFG_180794,2025-01-25,26.802872920097492,77.75933445998699,SHIFTED,Visited location
LDSMFG_113782,2025-01-14,16.837846033437614,77.51255961486912,MET_CUSTOMER,Visited location
LDSMFG_190067,2025-01-13,25.924065032847878,77.59418436037525,DOOR_LOCKED,Visited location
LDSMFG_198743,2025-01-03,18.83104456149223,77.66734087448016,DOOR_LOCKED,Visited location
LDSMFG_119622,2025-01-07,16.510193998320815,77.77665521988544,DOOR_LOCKED,Visited location
LDSMFG_168085,2025-01-27,25.286631942189082,77.72913364097133,SHIFTED,Visited location
LDSMFG_189101,2025-01-08,23.332243098781518,77.72009665497512,SHIFTED,Visited location
LDSMFG_190402,2025-01-29,15.191790188583514,77.52498229831635,SHIFTED,Visited location
LDSMFG_105413,2025-01-23,14.758045483720956,77.54095221198378,MET_CUSTOMER,Visited location
LDSMFG_118072,2025-01-07,28.003694207306864,77.72653137989751,SHIFTED,Visited location
LDSMFG_140613,2025-01-14,27.99506635362254,77.68304957985879,SHIFTED,Visited location
LDSMFG_193743,2025-01-05,27.831427023682977,77.55215281154855,MET_CUSTOMER,Visited location
LDSMFG_110277,2025-01-11,25.558933321718108,77.50475486027304,DOOR_LOCKED,Visited location
LDSMFG_151640,2025-01-12,24.55065873155784,77.67861104631378,SHIFTED,Visited location
LDSMFG_103548,2025-01-25,15.868787617182885,77.78055571708806,MET_CUSTOMER,Visited location
LDSMFG_188274,2025-01-20,14.11512446974178,77.79243683461557,DOOR_LOCKED,Visited location
LDSMFG_147616,2025-01-10,18.900858971244567,77.72777255461526,DOOR_LOCKED,Visited location
LDSMFG_141762,2025-01-20,14.9904225307106,77.65245242233107,DOOR_LOCKED,Visited location
LDSMFG_162918,2025-01-19,24.123900070087828,77.78730504513663,MET_CUSTOMER,Visited location
LDSMFG_146244,2025-01-28,27.549375958719736,77.56200171087657,SHIFTED,Visited location
LDSMFG_100670,2025-01-16,24.65316977764498,77.59392336430606,SHIFTED,Visited location
LDSMFG_129503,2025-01-19,18.44679362607124,77.64832553469992,MET_CUSTOMER,Visited location
LDSMFG_196952,2025-01-14,25.840476267350628,77.63765334256048,MET_CUSTOMER,Visited location
LDSMFG_162047,2025-01-02,18.669091564453907,77.64283560302385,MET_CUSTOMER,Visited location
LDSMFG_119741,2025-01-30,16.978577035771945,77.66623196003347,MET_CUSTOMER,Visited location
LDSMFG_101903,2025-01-09,25.24925122202184,77.73958894713172,DOOR_LOCKED,Visited location
LDSMFG_152188,2025-01-23,14.492226719445451,77.63199892247923,DOOR_LOCKED,Visited location
LDSMFG_124114,2025-01-03,22.117320606166793,77.76288880140568,DOOR_LOCKED,Visited location
LDSMFG_107569,2025-01-20,22.932878119500334,77.53947151978747,MET_CUSTOMER,Visited location
LDSMFG_149009,2025-01-16,22.96181942139966,77.58588876707206,MET_CUSTOMER,Visited location
LDSMFG_156909,2025-01-25,19.597185083482096,77.62084627729874,MET_CUSTOMER,Visited location
LDSMFG_150774,2025-01-02,17.686534518180366,77.75617638317036,MET_CUSTOMER,Visited location
LDSMFG_187085,2025-01-24,15.242139718512648,77.76876157443975,MET_CUSTOMER,Visited location
LDSMFG_150313,2025-01-19,24.598904812488158,77.57337513619362,MET_CUSTOMER,Visited location
LDSMFG_145603,2025-01-17,21.576824610010128,77.57330014607562,DOOR_LOCKED,Visited location
LDSMFG_106057,2025-01-01,24.23583176859378,77.50033199642526,MET_CUSTOMER,Visited location
LDSMFG_132749,2025-01-02,24.179049769979486,77.58792512402465,MET_CUSTOMER,Visited location
LDSMFG_199516,2025-01-22,26.457735863045574,77.69419758467042,SHIFTED,Visited location
LDSMFG_181707,2025-01-09,17.506640602362445,77.65968502191488,DOOR_LOCKED,Visited location
LDSMFG_163311,2025-01-15,15.641666400674271,77.7731374749265,DOOR_LOCKED,Visited location
LDSMFG_145076,2025-01-26,26.5534023347984,77.73299832276571,SHIFTED,Visited location
LDSMFG_124199,2025-01-13,24.267992730399364,77.50063591586363,MET_CUSTOMER,Visited location
LDSMFG_198478,2025-01-17,18.012618676985376,77.52665741231522,MET_CUSTOMER,Visited location
LDSMFG_169926,2025-01-11,17.820266679197182,77.51483227730549,SHIFTED,Visited location
LDSMFG_144126,2025-01-15,26.531206479400673,77.62408017105975,MET_CUSTOMER,Visited location
LDSMFG_172182,2025-01-12,15.047390678225273,77.67083078835755,DOOR_LOCKED,Visited location
LDSMFG_193322,2025-01-15,14.350528712450096,77.54015132968887,MET_CUSTOMER,Visited location
LDSMFG_188172,2025-01-26,18.886588474953694,77.65007047966665,DOOR_LOCKED,Visited location
LDSMFG_181728,2025-01-02,24.511482901935935,77.71995270334088,DOOR_LOCKED,Visited location
LDSMFG_189173,2025-01-13,26.695333183571847,77.68936280076534,SHIFTED,Visited location
LDSMFG_128351,2025-01-09,27.934533617497543,77.53036460305626,DOOR_LOCKED,Visited location
LDSMFG_157716,2025-01-09,25.929210723397276,77.74027634489747,MET_CUSTOMER,Visited location
LDSMFG_125375,2025-01-12,14.640016848709791,77.5747567942659,DOOR_LOCKED,Visited location
LDSMFG_159003,2025-01-08,23.9336665054552,77.73315895659404,SHIFTED,Visited location
LDSMFG_160560,2025-01-19,20.348555385381378,77.50569699993602,DOOR_LOCKED,Visited location
LDSMFG_156589,2025-01-29,18.304461062499108,77.56042915312621,DOOR_LOCKED,Visited location
LDSMFG_118832,2025-01-05,13.326734880711696,77.79811709909053,DOOR_LOCKED,Visited location
LDSMFG_126663,2025-01-19,25.421690091892152,77.57879481877967,SHIFTED,Visited location
LDSMFG_153127,2025-01-07,18.799703722323986,77.6527623134575,DOOR_LOCKED,Visited location
LDSMFG_198026,2025-01-02,14.023712919214482,77.52859118322395,MET_CUSTOMER,Visited location
LDSMFG_189432,2025-01-12,24.486339658376416,77.6263206073153,MET_CUSTOMER,Visited location
LDSMFG_168224,2025-01-02,15.139537955970567,77.58824501832032,DOOR_LOCKED,Visited location
LDSMFG_177832,2025-01-10,17.156783809563027,77.74136515186868,SHIFTED,Visited location
LDSMFG_136852,2025-01-16,15.57384681318159,77.57965394754655,DOOR_LOCKED,Visited location
LDSMFG_143045,2025-01-25,23.01772574553723,77.5043591601068,MET_CUSTOMER,Visited location
LDSMFG_166305,2025-01-19,14.438880823481655,77.73897666435788,SHIFTED,Visited location
LDSMFG_162639,2025-01-07,17.358954862981438,77.69718038851326,MET_CUSTOMER,Visited location
LDSMFG_154804,2025-01-05,27.55966026576266,77.72773660658794,DOOR_LOCKED,Visited location
LDSMFG_108070,2025-01-11,18.332701335418875,77.59476122959235,MET_CUSTOMER,Visited location
LDSMFG_117034,2025-01-01,16.120580896428457,77.51503413283774,SHIFTED,Visited location
LDSMFG_108402,2025-01-17,19.584654546781245,77.70855094779215,DOOR_LOCKED,Visited location
LDSMFG_173038,2025-01-23,24.47821914125951,77.753438177157,SHIFTED,Visited location
LDSMFG_165038,2025-01-29,21.70495875439893,77.59656066761373,MET_CUSTOMER,Visited location
LDSMFG_133500,2025-01-07,22.030761351064456,77.67401895618772,SHIFTED,Visited location
LDSMFG_109731,2025-01-10,18.553588556899367,77.56535050196456,DOOR_LOCKED,Visited location
LDSMFG_124131,2025-01-24,23.224158115479042,77.59055554542896,SHIFTED,Visited location
LDSMFG_133028,2025-01-27,20.982949000493768,77.68796441186554,SHIFTED,Visited location
LDSMFG_139885,2025-01-07,15.449033836505018,77.53393025335734,MET_CUSTOMER,Visited location
LDSMFG_150608,2025-01-28,13.851563588961513,77.68742544600596,DOOR_LOCKED,Visited location
LDSMFG_104610,2025-01-08,24.982103409098563,77.72788570409948,SHIFTED,Visited location
LDSMFG_101794,2025-01-17,25.185016998401792,77.6700497358315,MET_CUSTOMER,Visited location
LDSMFG_156389,2025-01-01,14.613320038740412,77.60124668684695,SHIFTED,Visited location
LDSMFG_118555,2025-01-12,23.110252978076343,77.79057655135753,MET_CUSTOMER,Visited location
LDSMFG_112397,2025-01-04,17.18137319033453,77.57928268381956,DOOR_LOCKED,Visited location
LDSMFG_145744,2025-01-16,24.595203357201427,77.59388682452509,MET_CUSTOMER,Visited location
LDSMFG_169586,2025-01-12,27.250706377765034,77.67006478605312,DOOR_LOCKED,Visited location
LDSMFG_179616,2025-01-01,25.755859635080995,77.6201049718383,DOOR_LOCKED,Visited location
LDSMFG_127844,2025-01-21,19.346074874974047,77.74523733007483,MET_CUSTOMER,Visited location
LDSMFG_131545,2025-01-13,22.052876663056647,77.6108921019532,MET_CUSTOMER,Visited location
LDSMFG_145633,2025-01-28,28.019913251787194,77.57932465311609,DOOR_LOCKED,Visited location
LDSMFG_183957,2025-01-30,22.55407725499797,77.55718362597358,MET_CUSTOMER,Visited location
LDSMFG_150142,2025-01-14,15.735310322658592,77.75028688930514,MET_CUSTOMER,Visited location
LDSMFG_177503,2025-01-03,27.078025397512718,77.59335033797338,MET_CUSTOMER,Visited location
LDSMFG_116391,2025-01-26,16.803397831484144,77.55877341430983,SHIFTED,Visited location
LDSMFG_146963,2025-01-28,22.515904127692245,77.78754868199768,DOOR_LOCKED,Visited location
LDSMFG_196149,2025-01-19,22.024227518076017,77.68232357550477,DOOR_LOCKED,Visited location
LDSMFG_117594,2025-01-16,14.8422690633423,77.7328207753946,SHIFTED,Visited location
LDSMFG_169870,2025-01-14,22.942266118485232,77.75050044874767,DOOR_LOCKED,Visited location
LDSMFG_165652,2025-01-23,13.589223500183513,77.55936914756828,SHIFTED,Visited location
LDSMFG_111810,2025-01-27,13.618206889378417,77.70554839930293,SHIFTED,Visited location
LDSMFG_109576,2025-01-25,13.372782462360338,77.7669638778691,SHIFTED,Visited location
LDSMFG_167506,2025-01-16,18.41203634599056,77.69508390176547,MET_CUSTOMER,Visited location
LDSMFG_123075,2025-01-13,23.96123069824374,77.60982758937976,MET_CUSTOMER,Visited location
LDSMFG_134631,2025-01-09,24.529456557080955,77.51920730407883,DOOR_LOCKED,Visited location
LDSMFG_171369,2025-01-29,13.352261142445458,77.7792988360962,SHIFTED,Visited location
LDSMFG_142106,2025-01-29,25.275975593274772,77.50351354651629,DOOR_LOCKED,Visited location
LDSMFG_123246,2025-01-28,16.93824058446843,77.5464858574955,DOOR_LOCKED,Visited location
LDSMFG_100328,2025-01-13,18.109395808040762,77.52804364767464,DOOR_LOCKED,Visited location
LDSMFG_124344,2025-01-04,27.17672498313052,77.5687143570012,SHIFTED,Visited location
LDSMFG_139778,2025-01-24,18.892811231235505,77.66594760373337,DOOR_LOCKED,Visited location
LDSMFG_161818,2025-01-11,17.27009174118409,77.7773618865665,MET_CUSTOMER,Visited location
LDSMFG_196803,2025-01-30,27.23157276524464,77.76841555206012,DOOR_LOCKED,Visited location
LDSMFG_178355,2025-01-03,24.67116077153332,77.76942867998905,SHIFTED,Visited location
LDSMFG_126589,2025-01-14,26.81837173561157,77.6439626037364,MET_CUSTOMER,Visited location
LDSMFG_128045,2025-01-05,20.053860035940914,77.57341632817044,DOOR_LOCKED,Visited location
LDSMFG_148373,2025-01-24,21.479345178434695,77.77007731790086,MET_CUSTOMER,Visited location
LDSMFG_177406,2025-01-13,27.640548553715618,77.78884410111621,MET_CUSTOMER,Visited location
LDSMFG_158532,2025-01-01,28.098360392887187,77.62904420893337,MET_CUSTOMER,Visited location
LDSMFG_137867,2025-01-14,17.61119038093419,77.64070725317453,DOOR_LOCKED,Visited location
LDSMFG_173237,2025-01-02,24.74761721012785,77.73179259272572,MET_CUSTOMER,Visited location
LDSMFG_158012,2025-01-01,14.48435522579486,77.64158202298408,SHIFTED,Visited location
LDSMFG_127957,2025-01-06,24.20426885362654,77.50060197591503,MET_CUSTOMER,Visited location
LDSMFG_135149,2025-01-13,17.650748502110808,77.75638907403972,SHIFTED,Visited location
LDSMFG_141138,2025-01-22,21.6899254989703,77.55025445078516,SHIFTED,Visited location
LDSMFG_114602,2025-01-12,27.474797716273795,77.73357981639029,MET_CUSTOMER,Visited location
LDSMFG_167436,2025-01-07,16.439933825459057,77.73557620332882,MET_CUSTOMER,Visited location
LDSMFG_157739,2025-01-05,28.28737369613645,77.66230438801959,DOOR_LOCKED,Visited location
LDSMFG_159116,2025-01-10,16.549572610162695,77.58336801152576,SHIFTED,Visited location
LDSMFG_168087,2025-01-18,14.99031022815878,77.61288480578925,SHIFTED,Visited location
LDSMFG_126874,2025-01-09,23.1633638946887,77.67770551873775,SHIFTED,Visited location
LDSMFG_124014,2025-01-08,16.916747895353993,77.78582671474229,MET_CUSTOMER,Visited location
LDSMFG_185468,2025-01-22,18.045383963425763,77.5471661135025,SHIFTED,Visited location
LDSMFG_173993,2025-01-25,22.22829717835002,77.68730397129664,SHIFTED,Visited location
LDSMFG_121141,2025-01-16,26.855841988550235,77.69618913981995,SHIFTED,Visited location
LDSMFG_158904,2025-01-21,24.311719996217946,77.51105660415804,DOOR_LOCKED,Visited location
LDSMFG_186447,2025-01-17,25.09506742669908,77.6831729507111,MET_CUSTOMER,Visited location
LDSMFG_146114,2025-01-09,27.2464669681915,77.62110240174218,MET_CUSTOMER,Visited location
LDSMFG_121214,2025-01-09,14.20649335513598,77.55794701746525,DOOR_LOCKED,Visited location
LDSMFG_141946,2025-01-29,26.25311030839195,77.60925428801974,DOOR_LOCKED,Visited location
LDSMFG_182819,2025-01-13,19.41188636867465,77.69727780474354,MET_CUSTOMER,Visited location
LDSMFG_141391,2025-01-07,23.01917540815481,77.61241662716787,SHIFTED,Visited location
LDSMFG_125414,2025-01-14,21.49582778625265,77.55982601709925,SHIFTED,Visited location
LDSMFG_101416,2025-01-19,17.60708057846495,77.68541258970748,MET_CUSTOMER,Visited location
LDSMFG_199429,2025-01-05,22.075378606841035,77.59251654991353,MET_CUSTOMER,Visited location
LDSMFG_145710,2025-01-14,15.032783909165722,77.66044790667817,MET_CUSTOMER,Visited location
LDSMFG_186606,2025-01-29,20.272801805400007,77.66071002234497,SHIFTED,Visited location
LDSMFG_168184,2025-01-09,21.45452734944582,77.63770475022258,DOOR_LOCKED,Visited location
LDSMFG_185397,2025-01-18,28.498482111013924,77.58321310698288,SHIFTED,Visited location
LDSMFG_106124,2025-01-10,13.438275192077707,77.6559039442881,SHIFTED,Visited location
LDSMFG_105262,2025-01-13,24.28647640561195,77.67015329843174,MET_CUSTOMER,Visited location
LDSMFG_186553,2025-01-02,20.45653395217927,77.71832722347537,SHIFTED,Visited location
LDSMFG_134551,2025-01-23,17.034738435250304,77.6565615523632,DOOR_LOCKED,Visited location
LDSMFG_182534,2025-01-18,21.662773754887404,77.59717239404372,MET_CUSTOMER,Visited location
LDSMFG_123031,2025-01-17,17.26487674506558,77.6490913033164,SHIFTED,Visited location
LDSMFG_135914,2025-01-09,17.26656398076857,77.61964445652941,SHIFTED,Visited location
LDSMFG_184077,2025-01-06,14.107804596546732,77.60197460550042,SHIFTED,Visited location
LDSMFG_173920,2025-01-29,25.39479507987641,77.5767497775446,SHIFTED,Visited location
LDSMFG_199126,2025-01-29,13.974725809833327,77.53149390683389,DOOR_LOCKED,Visited location
LDSMFG_102035,2025-01-27,24.706400744079396,77.69047927989592,SHIFTED,Visited location
LDSMFG_181819,2025-01-20,15.14040815841353,77.63566423664466,MET_CUSTOMER,Visited location
LDSMFG_115174,2025-01-10,13.506259925968653,77.78313019631486,DOOR_LOCKED,Visited location
LDSMFG_104902,2025-01-28,16.3818116684267,77.59239964574327,DOOR_LOCKED,Visited location
LDSMFG_192366,2025-01-19,14.574900205924227,77.60981673897153,SHIFTED,Visited location
LDSMFG_110157,2025-01-14,14.199148248649692,77.54506048105489,SHIFTED,Visited location
LDSMFG_175236,2025-01-27,19.23606150698707,77.79603494638694,DOOR_LOCKED,Visited location
LDSMFG_166879,2025-01-25,25.946428023537642,77.50775621072763,MET_CUSTOMER,Visited location
LDSMFG_178432,2025-01-23,28.62969769977127,77.71497633983114,DOOR_LOCKED,Visited location
LDSMFG_136764,2025-01-05,16.691804832886486,77.79923150749512,DOOR_LOCKED,Visited location
LDSMFG_161567,2025-01-01,17.270663464808543,77.61403758314837,DOOR_LOCKED,Visited location
LDSMFG_140421,2025-01-01,18.759117189565117,77.67467834138077,SHIFTED,Visited location
LDSMFG_187309,2025-01-13,16.426223176349406,77.7340625736914,DOOR_LOCKED,Visited location
LDSMFG_160908,2025-01-01,20.407434239759805,77.55700725053279,SHIFTED,Visited location
LDSMFG_188726,2025-01-04,28.069856736191014,77.60591758353802,MET_CUSTOMER,Visited location
LDSMFG_137167,2025-01-18,13.102127597349819,77.7453762564162,DOOR_LOCKED,Visited location
LDSMFG_115946,2025-01-12,28.244444670619274,77.7716918691475,MET_CUSTOMER,Visited location
LDSMFG_151988,2025-01-17,27.11119194308786,77.71949605448955,MET_CUSTOMER,Visited location
LDSMFG_121251,2025-01-27,25.207049178932333,77.56492695780848,SHIFTED,Visited location
LDSMFG_181954,2025-01-28,22.89224089285841,77.59822313149996,DOOR_LOCKED,Visited location
LDSMFG_144122,2025-01-04,26.61977211681122,77.51659994784045,DOOR_LOCKED,Visited location
LDSMFG_142115,2025-01-21,27.56001231810714,77.69294713898958,MET_CUSTOMER,Visited location
LDSMFG_176735,2025-01-30,19.46735944142467,77.77080289067807,MET_CUSTOMER,Visited location
LDSMFG_196159,2025-01-16,19.258264531617492,77.65788384295345,DOOR_LOCKED,Visited location
LDSMFG_133471,2025-01-19,25.44793330593791,77.7212325555666,SHIFTED,Visited location
LDSMFG_108995,2025-01-25,26.777639422520952,77.78667337419297,SHIFTED,Visited location
LDSMFG_110237,2025-01-05,24.740793106113934,77.51692162911291,MET_CUSTOMER,Visited location
LDSMFG_142352,2025-01-05,18.610935166258777,77.57756507381671,DOOR_LOCKED,Visited location
LDSMFG_176679,2025-01-24,17.259702721870763,77.72030495179449,SHIFTED,Visited location
LDSMFG_186174,2025-01-05,20.49963527178863,77.6418783730436,MET_CUSTOMER,Visited location
LDSMFG_146523,2025-01-11,25.800090905351354,77.57884722061215,DOOR_LOCKED,Visited location
LDSMFG_127752,2025-01-30,27.8017747109048,77.60980786041021,SHIFTED,Visited location
LDSMFG_155199,2025-01-30,20.77288001097581,77.73724763051045,DOOR_LOCKED,Visited location
LDSMFG_132696,2025-01-08,28.11450614882539,77.76925530400604,SHIFTED,Visited location
LDSMFG_182236,2025-01-24,24.73987890422005,77.78813120695357,DOOR_LOCKED,Visited location
LDSMFG_125934,2025-01-16,20.395531074172155,77.62798169365718,MET_CUSTOMER,Visited location
LDSMFG_139033,2025-01-07,22.347289960579747,77.52456691486752,MET_CUSTOMER,Visited location
LDSMFG_147249,2025-01-22,16.58762684617761,77.7617728946025,DOOR_LOCKED,Visited location
LDSMFG_158176,2025-01-09,24.420872235027733,77.70148527804756,DOOR_LOCKED,Visited location
LDSMFG_167606,2025-01-04,16.078717933898563,77.7082499445488,SHIFTED,Visited location
LDSMFG_102461,2025-01-06,20.710227055680093,77.71417618836952,SHIFTED,Visited location
LDSMFG_115955,2025-01-30,25.245152427205003,77.73996971982419,MET_CUSTOMER,Visited location
LDSMFG_184381,2025-01-26,17.961345928449013,77.61084735539386,MET_CUSTOMER,Visited location
LDSMFG_166018,2025-01-13,14.624939046491102,77.69410613672687,SHIFTED,Visited location
LDSMFG_166971,2025-01-23,24.54351800736901,77.76255414938464,MET_CUSTOMER,Visited location
LDSMFG_141903,2025-01-21,22.75487794822979,77.52117522619908,SHIFTED,Visited location
LDSMFG_106802,2025-01-14,15.02256961038108,77.70088062246451,MET_CUSTOMER,Visited location
LDSMFG_141532,2025-01-15,17.94712115548159,77.53866524488248,DOOR_LOCKED,Visited location
LDSMFG_183331,2025-01-17,26.12992848178777,77.72950653249107,MET_CUSTOMER,Visited location
LDSMFG_174223,2025-01-09,18.186929599882948,77.75514156321039,MET_CUSTOMER,Visited location
LDSMFG_129342,2025-01-10,26.99882523288099,77.76710953980407,SHIFTED,Visited location
LDSMFG_148444,2025-01-17,17.34294120588561,77.6531044859511,SHIFTED,Visited location
LDSMFG_145772,2025-01-30,28.62073819972217,77.5465063758732,MET_CUSTOMER,Visited location
LDSMFG_196835,2025-01-14,26.60336131852823,77.72856005907005,DOOR_LOCKED,Visited location
LDSMFG_158894,2025-01-24,21.963127716644493,77.52771443849265,DOOR_LOCKED,Visited location
LDSMFG_150282,2025-01-30,24.584705460312605,77.60994775378943,SHIFTED,Visited location
LDSMFG_104142,2025-01-27,24.37959320782943,77.7269138590313,MET_CUSTOMER,Visited location
LDSMFG_170988,2025-01-27,18.304573040471517,77.57578650312337,SHIFTED,Visited location
LDSMFG_164824,2025-01-12,20.718107918766137,77.63362937756312,MET_CUSTOMER,Visited location
LDSMFG_184795,2025-01-14,27.645187634460722,77.76890402094948,SHIFTED,Visited location
LDSMFG_146584,2025-01-21,23.043017352138534,77.67294667440476,MET_CUSTOMER,Visited location
LDSMFG_187336,2025-01-27,17.282773925320832,77.55297834389863,MET_CUSTOMER,Visited location
LDSMFG_153477,2025-01-13,26.238774201298952,77.55064329849701,DOOR_LOCKED,Visited location
LDSMFG_167999,2025-01-08,14.393388113794169,77.59497236003376,DOOR_LOCKED,Visited location
LDSMFG_161311,2025-01-02,25.910287056327622,77.65853659282186,DOOR_LOCKED,Visited location
LDSMFG_104271,2025-01-14,26.160682333748326,77.76694995426655,SHIFTED,Visited location
LDSMFG_181273,2025-01-15,21.078562332436142,77.61660694164884,MET_CUSTOMER,Visited location
LDSMFG_184542,2025-01-28,21.280919827780643,77.7156306366859,MET_CUSTOMER,Visited location
LDSMFG_117087,2025-01-22,15.408308393167474,77.70825043427098,SHIFTED,Visited location
LDSMFG_140883,2025-01-19,28.196226395195367,77.78318223026977,MET_CUSTOMER,Visited location
LDSMFG_115704,2025-01-06,15.560341194972573,77.6416353331284,DOOR_LOCKED,Visited location
LDSMFG_179249,2025-01-25,15.97252982840205,77.74721005375656,MET_CUSTOMER,Visited location
LDSMFG_177981,2025-01-07,13.654480525672755,77.5904677342509,SHIFTED,Visited location
LDSMFG_103901,2025-01-26,21.523453324563686,77.68361876368813,DOOR_LOCKED,Visited location
LDSMFG_152080,2025-01-01,22.582185013913584,77.69213987480097,DOOR_LOCKED,Visited location
LDSMFG_131989,2025-01-10,15.787516099282994,77.75125613225927,DOOR_LOCKED,Visited location
LDSMFG_108981,2025-01-26,22.756065591587184,77.74644430076883,MET_CUSTOMER,Visited location
LDSMFG_161427,2025-01-04,27.53855968418117,77.57769374684125,MET_CUSTOMER,Visited location
LDSMFG_107723,2025-01-28,27.608123625435276,77.67143537050522,MET_CUSTOMER,Visited location
LDSMFG_114526,2025-01-30,22.030298032845664,77.7135860499057,SHIFTED,Visited location
LDSMFG_116801,2025-01-19,15.340438028339342,77.71426370390553,SHIFTED,Visited location
LDSMFG_149842,2025-01-09,28.618112305500475,77.73343573967554,DOOR_LOCKED,Visited location
LDSMFG_193096,2025-01-14,16.345510597792952,77.67553598114344,MET_CUSTOMER,Visited location
LDSMFG_199321,2025-01-22,26.055784425864122,77.52048950370502,DOOR_LOCKED,Visited location
LDSMFG_130017,2025-01-20,20.20693899160134,77.69284064975187,MET_CUSTOMER,Visited location
LDSMFG_103415,2025-01-19,27.3372474473041,77.71693130257695,SHIFTED,Visited location
LDSMFG_117014,2025-01-06,17.480197183549794,77.50591995693495,SHIFTED,Visited location
LDSMFG_198765,2025-01-02,15.625539688135987,77.54030073963965,SHIFTED,Visited location
LDSMFG_130192,2025-01-05,21.69906786919082,77.55145932129975,DOOR_LOCKED,Visited location
LDSMFG_154442,2025-01-15,27.69918262735011,77.55386288102994,MET_CUSTOMER,Visited location
LDSMFG_102381,2025-01-27,24.12953730789654,77.69602109208795,DOOR_LOCKED,Visited location
LDSMFG_184415,2025-01-08,23.936639348901345,77.57147026798239,DOOR_LOCKED,Visited location
LDSMFG_136714,2025-01-21,22.681473731990717,77.66777738349616,DOOR_LOCKED,Visited location
LDSMFG_125208,2025-01-17,26.504978785342086,77.7657724515391,SHIFTED,Visited location
LDSMFG_115675,2025-01-10,26.678150388206078,77.58661096041858,DOOR_LOCKED,Visited location
LDSMFG_171750,2025-01-19,26.813276999421937,77.56405136984438,DOOR_LOCKED,Visited location
LDSMFG_132554,2025-01-16,23.800332271869152,77.50032674084952,SHIFTED,Visited location
LDSMFG_138696,2025-01-20,13.484029206678535,77.66496442566584,MET_CUSTOMER,Visited location
LDSMFG_190643,2025-01-15,15.782366616002829,77.62257764566554,DOOR_LOCKED,Visited location
LDSMFG_115749,2025-01-08,27.765052665971034,77.76845192810494,MET_CUSTOMER,Visited location
LDSMFG_106671,2025-01-25,20.952444778017934,77.59604232369746,MET_CUSTOMER,Visited location
LDSMFG_172732,2025-01-20,28.32914362005826,77.58178215846971,DOOR_LOCKED,Visited location
LDSMFG_149482,2025-01-10,14.272646769376891,77.66571573712396,DOOR_LOCKED,Visited location
LDSMFG_188881,2025-01-26,26.127561635483307,77.67220129688823,DOOR_LOCKED,Visited location
LDSMFG_141801,2025-01-03,21.13516822584623,77.61589462706566,MET_CUSTOMER,Visited location
LDSMFG_119178,2025-01-18,22.212355156273397,77.6377388701274,DOOR_LOCKED,Visited location
LDSMFG_162375,2025-01-03,21.10566019197284,77.56310150104224,DOOR_LOCKED,Visited location
LDSMFG_115632,2025-01-12,23.2706373049408,77.61797238690737,DOOR_LOCKED,Visited location
LDSMFG_188923,2025-01-08,21.16908280517135,77.62866898728812,MET_CUSTOMER,Visited location
LDSMFG_137726,2025-01-27,18.91002705532897,77.58301795858422,SHIFTED,Visited location
LDSMFG_148084,2025-01-01,19.450615812222665,77.53801507955008,MET_CUSTOMER,Visited location
LDSMFG_191684,2025-01-27,17.608898817057486,77.63567790768974,DOOR_LOCKED,Visited location
LDSMFG_102475,2025-01-10,26.554976097072412,77.5853014237433,DOOR_LOCKED,Visited location
LDSMFG_126420,2025-01-10,16.416738450176787,77.73828866501029,DOOR_LOCKED,Visited location
LDSMFG_171663,2025-01-27,15.909093605517842,77.67991341887819,DOOR_LOCKED,Visited location
LDSMFG_172318,2025-01-07,16.013752002060134,77.62319515008562,SHIFTED,Visited location
LDSMFG_113990,2025-01-21,28.361680589529655,77.59692365099455,MET_CUSTOMER,Visited location
LDSMFG_133079,2025-01-14,16.654275660018996,77.78777855884059,SHIFTED,Visited location
LDSMFG_183333,2025-01-25,13.236314290807226,77.56698141916694,SHIFTED,Visited location
LDSMFG_116369,2025-01-13,21.958276049069113,77.74637321491667,SHIFTED,Visited location
LDSMFG_137423,2025-01-07,28.13198143425049,77.54224057136523,SHIFTED,Visited location
LDSMFG_132187,2025-01-17,14.315016081208126,77.50006397440835,MET_CUSTOMER,Visited location
LDSMFG_187469,2025-01-06,15.668901427477548,77.5520579910643,DOOR_LOCKED,Visited location
LDSMFG_103596,2025-01-09,24.951088670371604,77.77118644539593,MET_CUSTOMER,Visited location
LDSMFG_128512,2025-01-05,27.384316360139607,77.7775693989571,SHIFTED,Visited location
LDSMFG_123475,2025-01-09,25.823594808844447,77.59879672547972,SHIFTED,Visited location
