id,lead_code,suggested_action,TARGET
12166,LDSMFG_112165,ACTION_DIGITAL,0.69
12167,LDSMFG_112166,ACTION_DIGITAL,0.89
12168,LDSMFG_112167,ACTION_HUMAN_CALL,0.3
12169,LDSMFG_112168,ACTION_BOT,0.19
12170,LDSMFG_112169,ACTION_DIGITAL,0.41
12171,LDSMFG_112170,ACTION_BOT,0.31
12172,LDSMFG_112171,ACTION_BOT,0.37
12173,LDSMFG_112172,ACTION_HUMAN_CALL,0.62
12174,LDSMFG_112173,ACTION_FIELD,0.36
12175,LDSMFG_112174,ACTION_BOT,0.56
12176,LDSMFG_112175,ACTION_FIELD,0.33
12177,LDSMFG_112176,ACTION_HUMAN_CALL,0.48
12178,LDSMFG_112177,ACTION_FIELD,0.67
12179,LDSMFG_112178,ACTION_BOT,0.21
12180,LDSMFG_112179,ACTION_HUMAN_CALL,0.24
12181,LDSMFG_112180,ACTION_HUMAN_CALL,0.2
12182,LDSMFG_112181,ACTION_FIELD,0.71
12183,LDSMFG_112182,ACTION_FIELD,0.44
12184,LDSMFG_112183,ACTION_FIELD,0.62
12185,LDSMFG_112184,ACTION_DIGITAL,0.66
12186,LDSMFG_112185,ACTION_BOT,0.31
12187,LDSMFG_112186,ACTION_HUMAN_CALL,0.2
12188,LDSMFG_112187,ACTION_HUMAN_CALL,0.81
12189,LDSMFG_112188,ACTION_DIGITAL,0.31
12190,LDSMFG_112189,ACTION_BOT,0.49
12191,LDSMFG_112190,ACTION_BOT,0.19
12192,LDSMFG_112191,ACTION_FIELD,0.39
12193,LDSMFG_112192,ACTION_FIELD,0.71
12194,LDSMFG_112193,ACTION_BOT,0.3
12195,LDSMFG_112194,ACTION_BOT,0.13
12196,LDSMFG_112195,ACTION_BOT,0.27
12197,LDSMFG_112196,ACTION_DIGITAL,0.59
12198,LDSMFG_112197,ACTION_FIELD,0.65
12199,LDSMFG_112198,ACTION_DIGITAL,0.38
12200,LDSMFG_112199,ACTION_BOT,0.29
12201,LDSMFG_112200,ACTION_BOT,0.44
12202,LDSMFG_112201,ACTION_BOT,0.45
12203,LDSMFG_112202,ACTION_FIELD,0.65
12204,LDSMFG_112203,ACTION_BOT,0.01
12205,LDSMFG_112204,ACTION_DIGITAL,0.02
12206,LDSMFG_112205,ACTION_FIELD,0.28
12207,LDSMFG_112206,ACTION_HUMAN_CALL,0.14
12208,LDSMFG_112207,ACTION_HUMAN_CALL,0.6
12209,LDSMFG_112208,ACTION_HUMAN_CALL,0.55
12210,LDSMFG_112209,ACTION_BOT,0.39
12211,LDSMFG_112210,ACTION_DIGITAL,0.44
12212,LDSMFG_112211,ACTION_BOT,0.51
12213,LDSMFG_112212,ACTION_HUMAN_CALL,0.09
12214,LDSMFG_112213,ACTION_DIGITAL,0.43
12215,LDSMFG_112214,ACTION_BOT,0.2
12216,LDSMFG_112215,ACTION_DIGITAL,0.31
12217,LDSMFG_112216,ACTION_HUMAN_CALL,0.07
12218,LDSMFG_112217,ACTION_HUMAN_CALL,0.83
12219,LDSMFG_112218,ACTION_BOT,0.49
12220,LDSMFG_112219,ACTION_BOT,0.41
12221,LDSMFG_112220,ACTION_FIELD,0.43
12222,LDSMFG_112221,ACTION_BOT,0.44
12223,LDSMFG_112222,ACTION_HUMAN_CALL,0.21
12224,LDSMFG_112223,ACTION_BOT,0.38
12225,LDSMFG_112224,ACTION_HUMAN_CALL,0.68
12226,LDSMFG_112225,ACTION_BOT,0.13
12227,LDSMFG_112226,ACTION_HUMAN_CALL,0.73
12228,LDSMFG_112227,ACTION_DIGITAL,0.29
12229,LDSMFG_112228,ACTION_BOT,0.17
12230,LDSMFG_112229,ACTION_HUMAN_CALL,0.47
12231,LDSMFG_112230,ACTION_BOT,0.55
12232,LDSMFG_112231,ACTION_BOT,0.24
12233,LDSMFG_112232,ACTION_DIGITAL,0.58
12234,LDSMFG_112233,ACTION_HUMAN_CALL,0.67
12235,LDSMFG_112234,ACTION_DIGITAL,0.26
12236,LDSMFG_112235,ACTION_BOT,0.63
12237,LDSMFG_112236,ACTION_DIGITAL,0.46
12238,LDSMFG_112237,ACTION_DIGITAL,0.55
12239,LDSMFG_112238,ACTION_DIGITAL,0.44
12240,LDSMFG_112239,ACTION_DIGITAL,0.59
12241,LDSMFG_112240,ACTION_HUMAN_CALL,0.92
12242,LDSMFG_112241,ACTION_DIGITAL,0.82
12243,LDSMFG_112242,ACTION_HUMAN_CALL,0.18
12244,LDSMFG_112243,ACTION_DIGITAL,0.43
12245,LDSMFG_112244,ACTION_HUMAN_CALL,0.31
12246,LDSMFG_112245,ACTION_DIGITAL,0.22
12247,LDSMFG_112246,ACTION_DIGITAL,0.31
12248,LDSMFG_112247,ACTION_DIGITAL,0.16
12249,LDSMFG_112248,ACTION_HUMAN_CALL,0.63
12250,LDSMFG_112249,ACTION_BOT,0.69
12251,LDSMFG_112250,ACTION_DIGITAL,0.8
12252,LDSMFG_112251,ACTION_DIGITAL,0.16
12253,LDSMFG_112252,ACTION_BOT,0.53
12254,LDSMFG_112253,ACTION_FIELD,0.46
12255,LDSMFG_112254,ACTION_HUMAN_CALL,0.35
12256,LDSMFG_112255,ACTION_HUMAN_CALL,0.77
12257,LDSMFG_112256,ACTION_BOT,0.19
12258,LDSMFG_112257,ACTION_FIELD,0.45
12259,LDSMFG_112258,ACTION_BOT,0.51
12260,LDSMFG_112259,ACTION_BOT,0.47
12261,LDSMFG_112260,ACTION_BOT,0.31
12262,LDSMFG_112261,ACTION_DIGITAL,0.43
12263,LDSMFG_112262,ACTION_BOT,0.15
12264,LDSMFG_112263,ACTION_FIELD,0.44
12265,LDSMFG_112264,ACTION_BOT,0.31
12266,LDSMFG_112265,ACTION_FIELD,0.72
12267,LDSMFG_112266,ACTION_DIGITAL,0.64
12268,LDSMFG_112267,ACTION_FIELD,0.47
12269,LDSMFG_112268,ACTION_HUMAN_CALL,0.33
12270,LDSMFG_112269,ACTION_FIELD,0.4
12271,LDSMFG_112270,ACTION_DIGITAL,0.3
12272,LDSMFG_112271,ACTION_HUMAN_CALL,0.43
12273,LDSMFG_112272,ACTION_HUMAN_CALL,0.18
12274,LDSMFG_112273,ACTION_DIGITAL,0.66
12275,LDSMFG_112274,ACTION_HUMAN_CALL,0.19
12276,LDSMFG_112275,ACTION_FIELD,0.62
12277,LDSMFG_112276,ACTION_DIGITAL,0.34
12278,LDSMFG_112277,ACTION_HUMAN_CALL,0.55
12279,LDSMFG_112278,ACTION_FIELD,0.31
12280,LDSMFG_112279,ACTION_FIELD,0.63
12281,LDSMFG_112280,ACTION_HUMAN_CALL,0.3
12282,LDSMFG_112281,ACTION_DIGITAL,0.34
12283,LDSMFG_112282,ACTION_DIGITAL,0.25
12284,LDSMFG_112283,ACTION_FIELD,0.56
12285,LDSMFG_112284,ACTION_HUMAN_CALL,0.46
12286,LDSMFG_112285,ACTION_HUMAN_CALL,0.84
12287,LDSMFG_112286,ACTION_HUMAN_CALL,0.63
12288,LDSMFG_112287,ACTION_BOT,0.31
12289,LDSMFG_112288,ACTION_DIGITAL,0.63
12290,LDSMFG_112289,ACTION_HUMAN_CALL,0.52
12291,LDSMFG_112290,ACTION_DIGITAL,0.43
12292,LDSMFG_112291,ACTION_HUMAN_CALL,0.28
12293,LDSMFG_112292,ACTION_HUMAN_CALL,0.3
12294,LDSMFG_112293,ACTION_DIGITAL,0.71
12295,LDSMFG_112294,ACTION_BOT,0.27
12296,LDSMFG_112295,ACTION_HUMAN_CALL,0.35
12297,LDSMFG_112296,ACTION_HUMAN_CALL,0.35
12298,LDSMFG_112297,ACTION_HUMAN_CALL,0.3
12299,LDSMFG_112298,ACTION_HUMAN_CALL,0.34
12300,LDSMFG_112299,ACTION_FIELD,0.37
12301,LDSMFG_112300,ACTION_HUMAN_CALL,0.27
12302,LDSMFG_112301,ACTION_HUMAN_CALL,0.41
12303,LDSMFG_112302,ACTION_FIELD,0.43
12304,LDSMFG_112303,ACTION_HUMAN_CALL,0.37
12305,LDSMFG_112304,ACTION_BOT,0.32
12306,LDSMFG_112305,ACTION_BOT,0.39
12307,LDSMFG_112306,ACTION_DIGITAL,0.26
12308,LDSMFG_112307,ACTION_BOT,0.44
12309,LDSMFG_112308,ACTION_HUMAN_CALL,0.3
12310,LDSMFG_112309,ACTION_BOT,0.49
12311,LDSMFG_112310,ACTION_DIGITAL,0.81
12312,LDSMFG_112311,ACTION_BOT,0.36
12313,LDSMFG_112312,ACTION_DIGITAL,0.57
12314,LDSMFG_112313,ACTION_FIELD,0.38
12315,LDSMFG_112314,ACTION_BOT,0.14
12316,LDSMFG_112315,ACTION_HUMAN_CALL,0.85
12317,LDSMFG_112316,ACTION_BOT,0.37
12318,LDSMFG_112317,ACTION_FIELD,0.35
12319,LDSMFG_112318,ACTION_BOT,0.41
12320,LDSMFG_112319,ACTION_HUMAN_CALL,0.43
12321,LDSMFG_112320,ACTION_DIGITAL,0.3
12322,LDSMFG_112321,ACTION_HUMAN_CALL,0.21
12323,LDSMFG_112322,ACTION_FIELD,0.38
12324,LDSMFG_112323,ACTION_DIGITAL,0.54
12325,LDSMFG_112324,ACTION_FIELD,0.67
12326,LDSMFG_112325,ACTION_FIELD,0.72
12327,LDSMFG_112326,ACTION_FIELD,0.65
12328,LDSMFG_112327,ACTION_DIGITAL,0.52
12329,LDSMFG_112328,ACTION_HUMAN_CALL,0.16
12330,LDSMFG_112329,ACTION_HUMAN_CALL,0.86
12331,LDSMFG_112330,ACTION_HUMAN_CALL,0.61
12332,LDSMFG_112331,ACTION_FIELD,0.75
12333,LDSMFG_112332,ACTION_DIGITAL,0.26
12334,LDSMFG_112333,ACTION_HUMAN_CALL,0.59
12335,LDSMFG_112334,ACTION_BOT,0.34
12336,LDSMFG_112335,ACTION_DIGITAL,0.74
12337,LDSMFG_112336,ACTION_FIELD,0.46
12338,LDSMFG_112337,ACTION_DIGITAL,0.73
12339,LDSMFG_112338,ACTION_DIGITAL,0.11
12340,LDSMFG_112339,ACTION_HUMAN_CALL,0.63
12341,LDSMFG_112340,ACTION_FIELD,0.34
12342,LDSMFG_112341,ACTION_HUMAN_CALL,0.12
12343,LDSMFG_112342,ACTION_FIELD,0.66
12344,LDSMFG_112343,ACTION_FIELD,0.45
12345,LDSMFG_112344,ACTION_BOT,0.21
12346,LDSMFG_112345,ACTION_BOT,0.23
12347,LDSMFG_112346,ACTION_BOT,0.62
12348,LDSMFG_112347,ACTION_HUMAN_CALL,0.2
12349,LDSMFG_112348,ACTION_FIELD,0.33
12350,LDSMFG_112349,ACTION_BOT,0.49
12351,LDSMFG_112350,ACTION_HUMAN_CALL,0.47
12352,LDSMFG_112351,ACTION_BOT,0.35
12353,LDSMFG_112352,ACTION_BOT,0.43
12354,LDSMFG_112353,ACTION_FIELD,0.34
12355,LDSMFG_112354,ACTION_BOT,0.44
12356,LDSMFG_112355,ACTION_FIELD,0.38
12357,LDSMFG_112356,ACTION_DIGITAL,0.69
12358,LDSMFG_112357,ACTION_BOT,0.34
12359,LDSMFG_112358,ACTION_HUMAN_CALL,0.26
12360,LDSMFG_112359,ACTION_HUMAN_CALL,0.4
12361,LDSMFG_112360,ACTION_BOT,0.37
12362,LDSMFG_112361,ACTION_DIGITAL,0.53
12363,LDSMFG_112362,ACTION_HUMAN_CALL,0.17
12364,LDSMFG_112363,ACTION_BOT,0.62
12365,LDSMFG_112364,ACTION_FIELD,0.7
12366,LDSMFG_112365,ACTION_HUMAN_CALL,0.26
12367,LDSMFG_112366,ACTION_BOT,0.31
12368,LDSMFG_112367,ACTION_BOT,0.57
12369,LDSMFG_112368,ACTION_BOT,0.45
12370,LDSMFG_112369,ACTION_DIGITAL,0.77
12371,LDSMFG_112370,ACTION_BOT,0.24
12372,LDSMFG_112371,ACTION_BOT,0.77
12373,LDSMFG_112372,ACTION_FIELD,0.36
12374,LDSMFG_112373,ACTION_DIGITAL,0.51
12375,LDSMFG_112374,ACTION_FIELD,0.36
12376,LDSMFG_112375,ACTION_FIELD,0.31
12377,LDSMFG_112376,ACTION_HUMAN_CALL,0.7
12378,LDSMFG_112377,ACTION_HUMAN_CALL,0.59
12379,LDSMFG_112378,ACTION_BOT,0.59
12380,LDSMFG_112379,ACTION_BOT,0.13
12381,LDSMFG_112380,ACTION_FIELD,0.36
12382,LDSMFG_112381,ACTION_BOT,0.39
12383,LDSMFG_112382,ACTION_HUMAN_CALL,0.47
12384,LDSMFG_112383,ACTION_BOT,0.05
12385,LDSMFG_112384,ACTION_DIGITAL,0.75
12386,LDSMFG_112385,ACTION_BOT,0.1
12387,LDSMFG_112386,ACTION_HUMAN_CALL,0.47
12388,LDSMFG_112387,ACTION_BOT,0.41
12389,LDSMFG_112388,ACTION_FIELD,0.7
12390,LDSMFG_112389,ACTION_DIGITAL,0.59
12391,LDSMFG_112390,ACTION_BOT,0.45
12392,LDSMFG_112391,ACTION_FIELD,0.32
12393,LDSMFG_112392,ACTION_BOT,0.52
12394,LDSMFG_112393,ACTION_DIGITAL,0.85
12395,LDSMFG_112394,ACTION_DIGITAL,0.36
12396,LDSMFG_112395,ACTION_BOT,0.29
12397,LDSMFG_112396,ACTION_BOT,0.34
12398,LDSMFG_112397,ACTION_DIGITAL,0.39
12399,LDSMFG_112398,ACTION_DIGITAL,0.52
12400,LDSMFG_112399,ACTION_FIELD,0.64
12401,LDSMFG_112400,ACTION_BOT,0.26
12402,LDSMFG_112401,ACTION_HUMAN_CALL,0.28
12403,LDSMFG_112402,ACTION_DIGITAL,0.68
12404,LDSMFG_112403,ACTION_HUMAN_CALL,0.37
12405,LDSMFG_112404,ACTION_HUMAN_CALL,0.2
12406,LDSMFG_112405,ACTION_BOT,0.05
12407,LDSMFG_112406,ACTION_BOT,0.49
12408,LDSMFG_112407,ACTION_BOT,0.28
12409,LDSMFG_112408,ACTION_DIGITAL,0.21
12410,LDSMFG_112409,ACTION_HUMAN_CALL,0.3
12411,LDSMFG_112410,ACTION_HUMAN_CALL,0.32
12412,LDSMFG_112411,ACTION_DIGITAL,0.38
12413,LDSMFG_112412,ACTION_HUMAN_CALL,0.31
12414,LDSMFG_112413,ACTION_HUMAN_CALL,0.27
12415,LDSMFG_112414,ACTION_DIGITAL,0.37
12416,LDSMFG_112415,ACTION_FIELD,0.37
12417,LDSMFG_112416,ACTION_BOT,0.44
12418,LDSMFG_112417,ACTION_BOT,0.46
12419,LDSMFG_112418,ACTION_FIELD,0.29
12420,LDSMFG_112419,ACTION_FIELD,0.62
12421,LDSMFG_112420,ACTION_BOT,0.34
12422,LDSMFG_112421,ACTION_DIGITAL,0.27
12423,LDSMFG_112422,ACTION_BOT,0.55
12424,LDSMFG_112423,ACTION_DIGITAL,0.4
12425,LDSMFG_112424,ACTION_DIGITAL,0.78
12426,LDSMFG_112425,ACTION_DIGITAL,0.51
12427,LDSMFG_112426,ACTION_FIELD,0.34
12428,LDSMFG_112427,ACTION_DIGITAL,0.74
12429,LDSMFG_112428,ACTION_BOT,0.37
12430,LDSMFG_112429,ACTION_FIELD,0.49
12431,LDSMFG_112430,ACTION_HUMAN_CALL,0.62
12432,LDSMFG_112431,ACTION_FIELD,0.38
12433,LDSMFG_112432,ACTION_FIELD,0.36
12434,LDSMFG_112433,ACTION_DIGITAL,0.76
12435,LDSMFG_112434,ACTION_FIELD,0.38
12436,LDSMFG_112435,ACTION_HUMAN_CALL,0.01
12437,LDSMFG_112436,ACTION_FIELD,0.28
12438,LDSMFG_112437,ACTION_BOT,0.33
12439,LDSMFG_112438,ACTION_BOT,0.4
12440,LDSMFG_112439,ACTION_HUMAN_CALL,0.16
12441,LDSMFG_112440,ACTION_DIGITAL,0.32
12442,LDSMFG_112441,ACTION_DIGITAL,0.51
12443,LDSMFG_112442,ACTION_BOT,0.36
12444,LDSMFG_112443,ACTION_HUMAN_CALL,0.65
12445,LDSMFG_112444,ACTION_BOT,0.17
12446,LDSMFG_112445,ACTION_HUMAN_CALL,0.36
12447,LDSMFG_112446,ACTION_FIELD,0.46
12448,LDSMFG_112447,ACTION_BOT,0.3
12449,LDSMFG_112448,ACTION_BOT,0.27
12450,LDSMFG_112449,ACTION_FIELD,0.72
12451,LDSMFG_112450,ACTION_FIELD,0.49
12452,LDSMFG_112451,ACTION_DIGITAL,0.17
12453,LDSMFG_112452,ACTION_HUMAN_CALL,0.36
12454,LDSMFG_112453,ACTION_BOT,0.18
12455,LDSMFG_112454,ACTION_DIGITAL,0.59
12456,LDSMFG_112455,ACTION_BOT,0.16
12457,LDSMFG_112456,ACTION_BOT,0.1
12458,LDSMFG_112457,ACTION_DIGITAL,0.33
12459,LDSMFG_112458,ACTION_DIGITAL,0.41
12460,LDSMFG_112459,ACTION_HUMAN_CALL,0.44
12461,LDSMFG_112460,ACTION_HUMAN_CALL,0.11
12462,LDSMFG_112461,ACTION_HUMAN_CALL,0.29
12463,LDSMFG_112462,ACTION_BOT,0.76
12464,LDSMFG_112463,ACTION_FIELD,0.32
12465,LDSMFG_112464,ACTION_HUMAN_CALL,0.54
12466,LDSMFG_112465,ACTION_HUMAN_CALL,0.21
12467,LDSMFG_112466,ACTION_HUMAN_CALL,0.42
12468,LDSMFG_112467,ACTION_FIELD,0.75
12469,LDSMFG_112468,ACTION_DIGITAL,0.31
12470,LDSMFG_112469,ACTION_DIGITAL,0.84
12471,LDSMFG_112470,ACTION_BOT,0.31
12472,LDSMFG_112471,ACTION_DIGITAL,0.39
12473,LDSMFG_112472,ACTION_FIELD,0.43
12474,LDSMFG_112473,ACTION_DIGITAL,0.79
12475,LDSMFG_112474,ACTION_HUMAN_CALL,0.65
12476,LDSMFG_112475,ACTION_BOT,0.36
12477,LDSMFG_112476,ACTION_HUMAN_CALL,0.39
12478,LDSMFG_112477,ACTION_FIELD,0.65
12479,LDSMFG_112478,ACTION_DIGITAL,0.31
12480,LDSMFG_112479,ACTION_FIELD,0.39
12481,LDSMFG_112480,ACTION_BOT,0.04
12482,LDSMFG_112481,ACTION_BOT,0.43
12483,LDSMFG_112482,ACTION_BOT,0.44
12484,LDSMFG_112483,ACTION_FIELD,0.67
12485,LDSMFG_112484,ACTION_DIGITAL,0.28
12486,LDSMFG_112485,ACTION_HUMAN_CALL,0.76
12487,LDSMFG_112486,ACTION_FIELD,0.38
12488,LDSMFG_112487,ACTION_DIGITAL,0.58
12489,LDSMFG_112488,ACTION_FIELD,0.4
12490,LDSMFG_112489,ACTION_HUMAN_CALL,0.22
12491,LDSMFG_112490,ACTION_DIGITAL,0.79
12492,LDSMFG_112491,ACTION_BOT,0.3
12493,LDSMFG_112492,ACTION_HUMAN_CALL,0.36
12494,LDSMFG_112493,ACTION_DIGITAL,0.88
12495,LDSMFG_112494,ACTION_BOT,0.39
12496,LDSMFG_112495,ACTION_HUMAN_CALL,0.41
12497,LDSMFG_112496,ACTION_HUMAN_CALL,0.26
12498,LDSMFG_112497,ACTION_DIGITAL,0.51
12499,LDSMFG_112498,ACTION_HUMAN_CALL,0.12
12500,LDSMFG_112499,ACTION_DIGITAL,0.4
12501,LDSMFG_112500,ACTION_HUMAN_CALL,0.31
12502,LDSMFG_112501,ACTION_BOT,0.6
12503,LDSMFG_112502,ACTION_DIGITAL,0.26
12504,LDSMFG_112503,ACTION_DIGITAL,0.44
12505,LDSMFG_112504,ACTION_HUMAN_CALL,0.86
12506,LDSMFG_112505,ACTION_FIELD,0.4
12507,LDSMFG_112506,ACTION_FIELD,0.4
12508,LDSMFG_112507,ACTION_HUMAN_CALL,0.68
12509,LDSMFG_112508,ACTION_BOT,0.31
12510,LDSMFG_112509,ACTION_FIELD,0.71
12511,LDSMFG_112510,ACTION_FIELD,0.42
12512,LDSMFG_112511,ACTION_FIELD,0.39
12513,LDSMFG_112512,ACTION_FIELD,0.44
12514,LDSMFG_112513,ACTION_HUMAN_CALL,0.39
12515,LDSMFG_112514,ACTION_BOT,0.31
12516,LDSMFG_112515,ACTION_HUMAN_CALL,0.71
12517,LDSMFG_112516,ACTION_HUMAN_CALL,0.82
12518,LDSMFG_112517,ACTION_BOT,0.6
12519,LDSMFG_112518,ACTION_FIELD,0.44
12520,LDSMFG_112519,ACTION_DIGITAL,0.27
12521,LDSMFG_112520,ACTION_DIGITAL,0.49
12522,LDSMFG_112521,ACTION_HUMAN_CALL,0.72
12523,LDSMFG_112522,ACTION_DIGITAL,0.83
12524,LDSMFG_112523,ACTION_FIELD,0.38
12525,LDSMFG_112524,ACTION_HUMAN_CALL,0.23
12526,LDSMFG_112525,ACTION_HUMAN_CALL,0.9
12527,LDSMFG_112526,ACTION_BOT,0.55
12528,LDSMFG_112527,ACTION_BOT,0.31
12529,LDSMFG_112528,ACTION_DIGITAL,0.5
12530,LDSMFG_112529,ACTION_FIELD,0.77
12531,LDSMFG_112530,ACTION_BOT,0.5
12532,LDSMFG_112531,ACTION_FIELD,0.34
12533,LDSMFG_112532,ACTION_BOT,0.62
12534,LDSMFG_112533,ACTION_HUMAN_CALL,0.52
12535,LDSMFG_112534,ACTION_FIELD,0.44
12536,LDSMFG_112535,ACTION_FIELD,0.36
12537,LDSMFG_112536,ACTION_HUMAN_CALL,0.31
12538,LDSMFG_112537,ACTION_HUMAN_CALL,0.16
12539,LDSMFG_112538,ACTION_BOT,0.41
12540,LDSMFG_112539,ACTION_FIELD,0.44
12541,LDSMFG_112540,ACTION_HUMAN_CALL,0.06
12542,LDSMFG_112541,ACTION_BOT,0.66
12543,LDSMFG_112542,ACTION_HUMAN_CALL,0.2
12544,LDSMFG_112543,ACTION_DIGITAL,0.79
12545,LDSMFG_112544,ACTION_DIGITAL,0.55
12546,LDSMFG_112545,ACTION_BOT,0.65
12547,LDSMFG_112546,ACTION_FIELD,0.37
12548,LDSMFG_112547,ACTION_FIELD,0.4
12549,LDSMFG_112548,ACTION_DIGITAL,0.36
12550,LDSMFG_112549,ACTION_FIELD,0.45
12551,LDSMFG_112550,ACTION_DIGITAL,0.59
12552,LDSMFG_112551,ACTION_HUMAN_CALL,0.42
12553,LDSMFG_112552,ACTION_FIELD,0.76
12554,LDSMFG_112553,ACTION_HUMAN_CALL,0.43
12555,LDSMFG_112554,ACTION_DIGITAL,0.99
12556,LDSMFG_112555,ACTION_DIGITAL,0.58
12557,LDSMFG_112556,ACTION_HUMAN_CALL,0.63
12558,LDSMFG_112557,ACTION_FIELD,0.7
12559,LDSMFG_112558,ACTION_FIELD,0.74
12560,LDSMFG_112559,ACTION_FIELD,0.44
12561,LDSMFG_112560,ACTION_HUMAN_CALL,0.44
12562,LDSMFG_112561,ACTION_BOT,0.34
12563,LDSMFG_112562,ACTION_HUMAN_CALL,0.22
12564,LDSMFG_112563,ACTION_DIGITAL,0.44
12565,LDSMFG_112564,ACTION_BOT,0.3
12566,LDSMFG_112565,ACTION_FIELD,0.43
12567,LDSMFG_112566,ACTION_DIGITAL,0.9
12568,LDSMFG_112567,ACTION_DIGITAL,0.44
12569,LDSMFG_112568,ACTION_BOT,0.2
12570,LDSMFG_112569,ACTION_BOT,0.58
12571,LDSMFG_112570,ACTION_FIELD,0.66
12572,LDSMFG_112571,ACTION_HUMAN_CALL,0.26
12573,LDSMFG_112572,ACTION_DIGITAL,0.87
12574,LDSMFG_112573,ACTION_BOT,0.19
12575,LDSMFG_112574,ACTION_DIGITAL,0.58
12576,LDSMFG_112575,ACTION_DIGITAL,0.35
12577,LDSMFG_112576,ACTION_BOT,0.75
12578,LDSMFG_112577,ACTION_HUMAN_CALL,0.58
12579,LDSMFG_112578,ACTION_DIGITAL,0.72
12580,LDSMFG_112579,ACTION_DIGITAL,0.23
12581,LDSMFG_112580,ACTION_DIGITAL,0.42
12582,LDSMFG_112581,ACTION_FIELD,0.77
12583,LDSMFG_112582,ACTION_FIELD,0.67
12584,LDSMFG_112583,ACTION_HUMAN_CALL,0.39
12585,LDSMFG_112584,ACTION_BOT,0.56
12586,LDSMFG_112585,ACTION_DIGITAL,0.23
12587,LDSMFG_112586,ACTION_HUMAN_CALL,0.53
12588,LDSMFG_112587,ACTION_FIELD,0.38
12589,LDSMFG_112588,ACTION_HUMAN_CALL,0.37
12590,LDSMFG_112589,ACTION_BOT,0.18
12591,LDSMFG_112590,ACTION_DIGITAL,0.37
12592,LDSMFG_112591,ACTION_FIELD,0.66
12593,LDSMFG_112592,ACTION_DIGITAL,0.85
12594,LDSMFG_112593,ACTION_HUMAN_CALL,0.87
12595,LDSMFG_112594,ACTION_DIGITAL,0.19
12596,LDSMFG_112595,ACTION_HUMAN_CALL,0.27
12597,LDSMFG_112596,ACTION_DIGITAL,0.32
12598,LDSMFG_112597,ACTION_HUMAN_CALL,0.77
12599,LDSMFG_112598,ACTION_FIELD,0.47
12600,LDSMFG_112599,ACTION_BOT,0.34
12601,LDSMFG_112600,ACTION_BOT,0.19
12602,LDSMFG_112601,ACTION_DIGITAL,0.49
12603,LDSMFG_112602,ACTION_HUMAN_CALL,0.13
12604,LDSMFG_112603,ACTION_BOT,0.12
12605,LDSMFG_112604,ACTION_FIELD,0.39
12606,LDSMFG_112605,ACTION_DIGITAL,0.57
12607,LDSMFG_112606,ACTION_HUMAN_CALL,0.62
12608,LDSMFG_112607,ACTION_BOT,0.44
12609,LDSMFG_112608,ACTION_FIELD,0.42
12610,LDSMFG_112609,ACTION_BOT,0.23
12611,LDSMFG_112610,ACTION_FIELD,0.4
12612,LDSMFG_112611,ACTION_FIELD,0.48
12613,LDSMFG_112612,ACTION_FIELD,0.47
12614,LDSMFG_112613,ACTION_HUMAN_CALL,0.63
12615,LDSMFG_112614,ACTION_HUMAN_CALL,0.38
12616,LDSMFG_112615,ACTION_DIGITAL,0.67
12617,LDSMFG_112616,ACTION_DIGITAL,0.79
12618,LDSMFG_112617,ACTION_DIGITAL,0.52
12619,LDSMFG_112618,ACTION_FIELD,0.33
12620,LDSMFG_112619,ACTION_DIGITAL,0.66
12621,LDSMFG_112620,ACTION_HUMAN_CALL,0.46
12622,LDSMFG_112621,ACTION_FIELD,0.4
12623,LDSMFG_112622,ACTION_DIGITAL,0.72
12624,LDSMFG_112623,ACTION_FIELD,0.45
12625,LDSMFG_112624,ACTION_HUMAN_CALL,0.15
12626,LDSMFG_112625,ACTION_FIELD,0.67
12627,LDSMFG_112626,ACTION_FIELD,0.3
12628,LDSMFG_112627,ACTION_HUMAN_CALL,0.45
12629,LDSMFG_112628,ACTION_BOT,0.32
12630,LDSMFG_112629,ACTION_FIELD,0.77
12631,LDSMFG_112630,ACTION_BOT,0.49
12632,LDSMFG_112631,ACTION_DIGITAL,0.65
12633,LDSMFG_112632,ACTION_FIELD,0.67
12634,LDSMFG_112633,ACTION_BOT,0.0
12635,LDSMFG_112634,ACTION_BOT,0.13
12636,LDSMFG_112635,ACTION_HUMAN_CALL,0.91
12637,LDSMFG_112636,ACTION_HUMAN_CALL,0.15
12638,LDSMFG_112637,ACTION_DIGITAL,0.42
12639,LDSMFG_112638,ACTION_HUMAN_CALL,0.55
12640,LDSMFG_112639,ACTION_FIELD,0.69
12641,LDSMFG_112640,ACTION_HUMAN_CALL,0.49
12642,LDSMFG_112641,ACTION_FIELD,0.76
12643,LDSMFG_112642,ACTION_BOT,0.32
12644,LDSMFG_112643,ACTION_BOT,0.46
12645,LDSMFG_112644,ACTION_DIGITAL,0.5
12646,LDSMFG_112645,ACTION_BOT,0.29
12647,LDSMFG_112646,ACTION_FIELD,0.73
12648,LDSMFG_112647,ACTION_BOT,0.4
12649,LDSMFG_112648,ACTION_BOT,0.73
12650,LDSMFG_112649,ACTION_DIGITAL,0.71
12651,LDSMFG_112650,ACTION_HUMAN_CALL,0.39
12652,LDSMFG_112651,ACTION_BOT,0.24
12653,LDSMFG_112652,ACTION_BOT,0.64
12654,LDSMFG_112653,ACTION_FIELD,0.76
