lead_code,status
LDSMFG_152081,DELIVERED
LDSMFG_184620,DELIVERED
LDSMFG_109866,DELIVERED
LDSMFG_140598,DELIVERED
LDSMFG_174361,DELIVERED
LDSMFG_149859,DELIVERED
LDSMFG_183210,DELIVERED
LDSMFG_158365,DELIVERED
LDSMFG_193859,DELIVERED
LDSMFG_109509,DELIVERED
LDSMFG_183749,DELIVERED
LDSMFG_188923,DELIVERED
LDSMFG_172476,DELIVERED
LDSMFG_174985,DELIVERED
LDSMFG_164008,DELIVERED
LDSMFG_169795,DELIVERED
LDSMFG_185460,DELIVERED
LDSMFG_196362,DELIVERED
LDSMFG_170716,DELIVERED
LDSMFG_133990,DELIVERED
LDSMFG_138583,DELIVERED
LDSMFG_148538,DELIVERED
LDSMFG_114661,DELIVERED
LDSMFG_184398,DELIVERED
LDSMFG_179414,DELIVERED
LDSMFG_101671,DELIVERED
LDSMFG_168456,DELIVERED
LDSMFG_103019,DELIVERED
LDSMFG_112810,DELIVERED
LDSMFG_151072,DELIVERED
LDSMFG_151533,DELIVERED
LDSMFG_174875,DELIVERED
LDSMFG_161192,DELIVERED
LDSMFG_189970,DELIVERED
LDSMFG_180759,DELIVERED
LDSMFG_101866,DELIVERED
LDSMFG_110360,DELIVERED
LDSMFG_131801,DELIVERED
LDSMFG_173490,DELIVERED
LDSMFG_197448,DELIVERED
LDSMFG_146738,DELIVERED
LDSMFG_104347,DELIVERED
LDSMFG_133604,DELIVERED
LDSMFG_155151,DELIVERED
LDSMFG_175351,DELIVERED
LDSMFG_149920,DELIVERED
LDSMFG_144643,DELIVERED
LDSMFG_186610,DELIVERED
LDSMFG_152777,DELIVERED
LDSMFG_167247,DELIVERED
LDSMFG_139380,DELIVERED
LDSMFG_162948,DELIVERED
LDSMFG_155332,DELIVERED
LDSMFG_102418,DELIVERED
LDSMFG_186655,DELIVERED
LDSMFG_186033,DELIVERED
LDSMFG_148630,DELIVERED
LDSMFG_110150,DELIVERED
LDSMFG_192030,DELIVERED
LDSMFG_135715,DELIVERED
LDSMFG_104139,DELIVERED
LDSMFG_142001,DELIVERED
LDSMFG_136482,DELIVERED
LDSMFG_115862,DELIVERED
LDSMFG_111859,DELIVERED
LDSMFG_106531,DELIVERED
LDSMFG_189861,DELIVERED
LDSMFG_136929,DELIVERED
LDSMFG_168068,DELIVERED
LDSMFG_183508,DELIVERED
LDSMFG_153277,DELIVERED
LDSMFG_127884,DELIVERED
LDSMFG_175350,DELIVERED
LDSMFG_117857,DELIVERED
LDSMFG_142800,DELIVERED
LDSMFG_184479,DELIVERED
LDSMFG_127135,DELIVERED
LDSMFG_184757,DELIVERED
LDSMFG_143075,DELIVERED
LDSMFG_105401,DELIVERED
LDSMFG_178266,DELIVERED
LDSMFG_196913,DELIVERED
LDSMFG_175728,DELIVERED
LDSMFG_122191,DELIVERED
LDSMFG_114864,DELIVERED
LDSMFG_108271,DELIVERED
LDSMFG_168641,DELIVERED
LDSMFG_114967,DELIVERED
LDSMFG_199497,DELIVERED
LDSMFG_192202,DELIVERED
LDSMFG_182893,DELIVERED
LDSMFG_149069,DELIVERED
LDSMFG_135991,DELIVERED
LDSMFG_170152,DELIVERED
LDSMFG_114050,DELIVERED
LDSMFG_113878,DELIVERED
LDSMFG_138853,DELIVERED
LDSMFG_194011,DELIVERED
LDSMFG_133085,DELIVERED
LDSMFG_152773,DELIVERED
LDSMFG_121674,DELIVERED
LDSMFG_190966,DELIVERED
LDSMFG_105582,DELIVERED
LDSMFG_154577,DELIVERED
LDSMFG_112858,DELIVERED
LDSMFG_105361,DELIVERED
LDSMFG_136817,DELIVERED
LDSMFG_126537,DELIVERED
LDSMFG_180866,DELIVERED
LDSMFG_128115,DELIVERED
LDSMFG_157869,DELIVERED
LDSMFG_146951,DELIVERED
LDSMFG_127824,DELIVERED
LDSMFG_101049,DELIVERED
LDSMFG_173585,DELIVERED
LDSMFG_102284,DELIVERED
LDSMFG_117662,DELIVERED
LDSMFG_118535,DELIVERED
LDSMFG_135247,DELIVERED
LDSMFG_142980,DELIVERED
LDSMFG_145846,DELIVERED
LDSMFG_134276,DELIVERED
LDSMFG_152200,DELIVERED
LDSMFG_179178,DELIVERED
LDSMFG_186334,DELIVERED
LDSMFG_117230,DELIVERED
LDSMFG_183897,DELIVERED
LDSMFG_137139,DELIVERED
LDSMFG_193894,DELIVERED
LDSMFG_149646,DELIVERED
LDSMFG_163092,DELIVERED
LDSMFG_189030,DELIVERED
LDSMFG_133829,DELIVERED
LDSMFG_174019,DELIVERED
LDSMFG_178495,DELIVERED
LDSMFG_189409,DELIVERED
LDSMFG_181169,DELIVERED
LDSMFG_176643,DELIVERED
LDSMFG_191345,DELIVERED
LDSMFG_193063,DELIVERED
LDSMFG_104236,DELIVERED
LDSMFG_197447,DELIVERED
LDSMFG_169818,DELIVERED
LDSMFG_149746,DELIVERED
LDSMFG_181914,DELIVERED
LDSMFG_158841,DELIVERED
LDSMFG_109822,DELIVERED
LDSMFG_160479,DELIVERED
LDSMFG_159435,DELIVERED
LDSMFG_132867,DELIVERED
LDSMFG_176317,DELIVERED
LDSMFG_192568,DELIVERED
LDSMFG_124059,DELIVERED
LDSMFG_180967,DELIVERED
LDSMFG_118041,DELIVERED
LDSMFG_181045,DELIVERED
LDSMFG_178754,DELIVERED
LDSMFG_127706,DELIVERED
LDSMFG_119997,DELIVERED
LDSMFG_103383,DELIVERED
LDSMFG_173175,DELIVERED
LDSMFG_106288,DELIVERED
LDSMFG_149791,DELIVERED
LDSMFG_162659,DELIVERED
LDSMFG_145445,DELIVERED
LDSMFG_174875,DELIVERED
LDSMFG_129535,DELIVERED
LDSMFG_129990,DELIVERED
LDSMFG_187965,DELIVERED
LDSMFG_101134,DELIVERED
LDSMFG_178018,DELIVERED
LDSMFG_186014,DELIVERED
LDSMFG_106419,DELIVERED
LDSMFG_125254,DELIVERED
LDSMFG_166551,DELIVERED
LDSMFG_116061,DELIVERED
LDSMFG_170246,DELIVERED
LDSMFG_122890,DELIVERED
