lead_code,call_type,disposition,duration,start_time,agent_id
LDSMFG_160898,HUMAN,ANSWERED,259,2025-01-25,AG_106
LDSMFG_193920,HUMAN,BUSY,22,2025-01-10,AG_101
LDSMFG_152246,HUMAN,ANSWERED,114,2025-01-29,AG_130
LDSMFG_143537,HUMAN,ANSWERED,192,2025-01-25,AG_103
LDSMFG_118372,HUMAN,NO_ANSWER,24,2025-01-14,AG_122
LDSMFG_155906,HUMAN,ANSWERED,182,2025-01-27,AG_108
LDSMFG_110394,HUMAN,ANSWERED,45,2025-01-14,AG_149
LDSMFG_192065,HUMAN,ANSWERED,235,2025-01-01,AG_125
LDSMFG_165344,HUMAN,NO_ANSWER,183,2025-01-19,AG_135
LDSMFG_168012,HUMAN,NO_ANSWER,88,2025-01-20,AG_130
LDSMFG_122986,HUMAN,ANSWERED,122,2025-01-19,AG_101
LDSMFG_156890,HUMAN,NO_ANSWER,230,2025-01-28,AG_110
LDSMFG_157252,HUMAN,ANSWERED,83,2025-01-30,AG_132
LDSMFG_181004,HUMAN,NO_ANSWER,16,2025-01-11,AG_128
LDSMFG_129073,HUMAN,ANSWERED,113,2025-01-15,AG_107
LDSMFG_192442,HUMAN,ANSWERED,118,2025-01-20,AG_111
LDSMFG_143576,HUMAN,NO_ANSWER,90,2025-01-07,AG_145
LDSMFG_140732,HUMAN,NO_ANSWER,257,2025-01-06,AG_118
LDSMFG_183960,HUMAN,BUSY,85,2025-01-12,AG_121
LDSMFG_159718,HUMAN,ANSWERED,99,2025-01-02,AG_106
LDSMFG_196623,HUMAN,ANSWERED,293,2025-01-28,AG_105
LDSMFG_189291,HUMAN,NO_ANSWER,227,2025-01-04,AG_149
LDSMFG_193202,HUMAN,NO_ANSWER,92,2025-01-07,AG_137
LDSMFG_133184,HUMAN,NO_ANSWER,152,2025-01-19,AG_102
LDSMFG_111867,HUMAN,NO_ANSWER,98,2025-01-03,AG_103
LDSMFG_159933,HUMAN,ANSWERED,156,2025-01-30,AG_117
LDSMFG_129147,HUMAN,NO_ANSWER,30,2025-01-28,AG_134
LDSMFG_124982,HUMAN,ANSWERED,227,2025-01-26,AG_103
LDSMFG_101745,HUMAN,NO_ANSWER,204,2025-01-28,AG_102
LDSMFG_190725,HUMAN,NO_ANSWER,242,2025-01-28,AG_113
LDSMFG_121190,HUMAN,NO_ANSWER,59,2025-01-24,AG_131
LDSMFG_152745,HUMAN,ANSWERED,292,2025-01-14,AG_106
LDSMFG_174851,HUMAN,BUSY,264,2025-01-06,AG_105
LDSMFG_152067,HUMAN,BUSY,55,2025-01-24,AG_117
LDSMFG_170969,HUMAN,BUSY,203,2025-01-12,AG_147
LDSMFG_167895,HUMAN,ANSWERED,263,2025-01-02,AG_104
LDSMFG_157619,HUMAN,ANSWERED,180,2025-01-09,AG_109
LDSMFG_131907,HUMAN,NO_ANSWER,244,2025-01-02,AG_141
LDSMFG_111371,HUMAN,NO_ANSWER,72,2025-01-13,AG_120
LDSMFG_147661,HUMAN,NO_ANSWER,112,2025-01-26,AG_122
LDSMFG_115843,HUMAN,ANSWERED,99,2025-01-27,AG_101
LDSMFG_128001,HUMAN,NO_ANSWER,117,2025-01-02,AG_128
LDSMFG_102091,HUMAN,ANSWERED,289,2025-01-03,AG_146
LDSMFG_164922,HUMAN,NO_ANSWER,162,2025-01-26,AG_104
LDSMFG_131115,HUMAN,NO_ANSWER,143,2025-01-03,AG_103
LDSMFG_134874,HUMAN,NO_ANSWER,253,2025-01-01,AG_149
LDSMFG_125652,HUMAN,NO_ANSWER,249,2025-01-22,AG_136
LDSMFG_179058,HUMAN,NO_ANSWER,292,2025-01-03,AG_141
LDSMFG_120609,HUMAN,BUSY,197,2025-01-20,AG_144
LDSMFG_183761,HUMAN,ANSWERED,135,2025-01-18,AG_108
LDSMFG_180146,HUMAN,ANSWERED,281,2025-01-14,AG_106
LDSMFG_165023,HUMAN,BUSY,189,2025-01-25,AG_126
LDSMFG_155189,HUMAN,ANSWERED,192,2025-01-07,AG_125
LDSMFG_176677,HUMAN,NO_ANSWER,29,2025-01-22,AG_146
LDSMFG_167433,HUMAN,NO_ANSWER,156,2025-01-11,AG_135
LDSMFG_162570,HUMAN,NO_ANSWER,77,2025-01-05,AG_139
LDSMFG_185368,HUMAN,ANSWERED,243,2025-01-05,AG_106
LDSMFG_127331,HUMAN,ANSWERED,114,2025-01-18,AG_142
LDSMFG_126053,HUMAN,NO_ANSWER,98,2025-01-16,AG_114
LDSMFG_149784,HUMAN,ANSWERED,142,2025-01-15,AG_119
LDSMFG_187557,HUMAN,NO_ANSWER,14,2025-01-05,AG_109
LDSMFG_154439,HUMAN,ANSWERED,103,2025-01-29,AG_110
LDSMFG_119908,HUMAN,ANSWERED,102,2025-01-10,AG_105
LDSMFG_161565,HUMAN,NO_ANSWER,206,2025-01-26,AG_143
LDSMFG_114376,HUMAN,NO_ANSWER,218,2025-01-10,AG_132
LDSMFG_194950,HUMAN,ANSWERED,123,2025-01-14,AG_115
LDSMFG_197989,HUMAN,NO_ANSWER,187,2025-01-29,AG_121
LDSMFG_155753,HUMAN,ANSWERED,163,2025-01-24,AG_110
LDSMFG_109814,HUMAN,NO_ANSWER,240,2025-01-25,AG_116
LDSMFG_189840,HUMAN,ANSWERED,56,2025-01-17,AG_134
LDSMFG_197320,HUMAN,NO_ANSWER,82,2025-01-11,AG_140
LDSMFG_188753,HUMAN,NO_ANSWER,141,2025-01-15,AG_138
LDSMFG_174550,HUMAN,NO_ANSWER,104,2025-01-29,AG_132
LDSMFG_111790,HUMAN,BUSY,71,2025-01-03,AG_123
LDSMFG_117711,HUMAN,ANSWERED,70,2025-01-09,AG_125
LDSMFG_109890,HUMAN,NO_ANSWER,1,2025-01-07,AG_139
LDSMFG_109567,HUMAN,NO_ANSWER,150,2025-01-25,AG_108
LDSMFG_121676,HUMAN,NO_ANSWER,66,2025-01-11,AG_100
LDSMFG_124963,HUMAN,NO_ANSWER,65,2025-01-18,AG_107
LDSMFG_182559,HUMAN,NO_ANSWER,182,2025-01-23,AG_123
LDSMFG_131340,HUMAN,ANSWERED,131,2025-01-20,AG_121
LDSMFG_169992,HUMAN,NO_ANSWER,102,2025-01-06,AG_138
LDSMFG_143652,HUMAN,ANSWERED,233,2025-01-30,AG_101
LDSMFG_192413,HUMAN,NO_ANSWER,142,2025-01-10,AG_143
LDSMFG_116588,HUMAN,NO_ANSWER,268,2025-01-03,AG_137
LDSMFG_158466,HUMAN,ANSWERED,25,2025-01-18,AG_122
LDSMFG_119641,HUMAN,ANSWERED,11,2025-01-04,AG_123
LDSMFG_113465,HUMAN,ANSWERED,252,2025-01-13,AG_101
LDSMFG_155125,HUMAN,BUSY,137,2025-01-11,AG_125
LDSMFG_121192,HUMAN,ANSWERED,22,2025-01-06,AG_131
LDSMFG_164644,HUMAN,NO_ANSWER,64,2025-01-28,AG_110
LDSMFG_164200,HUMAN,NO_ANSWER,124,2025-01-25,AG_122
LDSMFG_113786,HUMAN,NO_ANSWER,267,2025-01-18,AG_123
LDSMFG_174480,HUMAN,ANSWERED,72,2025-01-19,AG_114
LDSMFG_121271,HUMAN,NO_ANSWER,28,2025-01-15,AG_147
LDSMFG_103971,HUMAN,ANSWERED,253,2025-01-21,AG_127
LDSMFG_105875,HUMAN,ANSWERED,257,2025-01-13,AG_140
LDSMFG_198776,HUMAN,NO_ANSWER,15,2025-01-13,AG_149
LDSMFG_103540,HUMAN,ANSWERED,255,2025-01-09,AG_124
LDSMFG_155758,HUMAN,NO_ANSWER,114,2025-01-23,AG_148
LDSMFG_143534,HUMAN,NO_ANSWER,56,2025-01-21,AG_134
LDSMFG_153392,HUMAN,NO_ANSWER,45,2025-01-15,AG_132
LDSMFG_177246,HUMAN,NO_ANSWER,246,2025-01-12,AG_144
LDSMFG_116597,HUMAN,NO_ANSWER,61,2025-01-28,AG_102
LDSMFG_166831,HUMAN,NO_ANSWER,268,2025-01-15,AG_132
LDSMFG_175805,HUMAN,NO_ANSWER,267,2025-01-17,AG_140
LDSMFG_145598,HUMAN,NO_ANSWER,128,2025-01-06,AG_101
LDSMFG_138421,HUMAN,BUSY,134,2025-01-29,AG_145
LDSMFG_177760,HUMAN,ANSWERED,13,2025-01-30,AG_112
LDSMFG_126577,HUMAN,NO_ANSWER,215,2025-01-25,AG_143
LDSMFG_122726,HUMAN,NO_ANSWER,44,2025-01-19,AG_101
LDSMFG_100918,HUMAN,NO_ANSWER,287,2025-01-28,AG_100
LDSMFG_121884,HUMAN,NO_ANSWER,299,2025-01-30,AG_145
LDSMFG_146957,HUMAN,NO_ANSWER,4,2025-01-28,AG_121
LDSMFG_197063,HUMAN,ANSWERED,52,2025-01-24,AG_125
LDSMFG_169049,HUMAN,NO_ANSWER,32,2025-01-03,AG_118
LDSMFG_114613,HUMAN,NO_ANSWER,180,2025-01-06,AG_136
LDSMFG_192170,HUMAN,ANSWERED,148,2025-01-25,AG_148
LDSMFG_155674,HUMAN,NO_ANSWER,61,2025-01-28,AG_100
LDSMFG_161794,HUMAN,NO_ANSWER,245,2025-01-09,AG_100
LDSMFG_176248,HUMAN,ANSWERED,223,2025-01-21,AG_132
LDSMFG_178513,HUMAN,NO_ANSWER,70,2025-01-11,AG_104
LDSMFG_185293,HUMAN,NO_ANSWER,245,2025-01-06,AG_143
LDSMFG_162906,HUMAN,ANSWERED,271,2025-01-06,AG_143
LDSMFG_168459,HUMAN,ANSWERED,211,2025-01-02,AG_148
LDSMFG_195787,HUMAN,NO_ANSWER,17,2025-01-09,AG_118
LDSMFG_103401,HUMAN,ANSWERED,233,2025-01-23,AG_112
LDSMFG_198292,HUMAN,NO_ANSWER,234,2025-01-25,AG_107
LDSMFG_192702,HUMAN,ANSWERED,237,2025-01-01,AG_148
LDSMFG_181210,HUMAN,NO_ANSWER,121,2025-01-24,AG_110
LDSMFG_163290,HUMAN,BUSY,111,2025-01-22,AG_128
LDSMFG_167474,HUMAN,NO_ANSWER,36,2025-01-17,AG_111
LDSMFG_166434,HUMAN,BUSY,225,2025-01-04,AG_109
LDSMFG_127885,HUMAN,NO_ANSWER,242,2025-01-13,AG_146
LDSMFG_162472,HUMAN,ANSWERED,115,2025-01-11,AG_106
LDSMFG_183211,HUMAN,NO_ANSWER,30,2025-01-04,AG_100
LDSMFG_137636,HUMAN,NO_ANSWER,8,2025-01-14,AG_143
LDSMFG_182337,HUMAN,NO_ANSWER,21,2025-01-12,AG_118
LDSMFG_170316,HUMAN,BUSY,106,2025-01-28,AG_139
LDSMFG_159963,HUMAN,NO_ANSWER,18,2025-01-21,AG_116
LDSMFG_177609,HUMAN,NO_ANSWER,190,2025-01-14,AG_132
LDSMFG_153010,HUMAN,ANSWERED,97,2025-01-07,AG_115
LDSMFG_132811,HUMAN,NO_ANSWER,216,2025-01-20,AG_119
LDSMFG_143642,HUMAN,ANSWERED,179,2025-01-06,AG_119
LDSMFG_180089,HUMAN,NO_ANSWER,189,2025-01-04,AG_120
LDSMFG_198275,HUMAN,ANSWERED,166,2025-01-03,AG_111
LDSMFG_188444,HUMAN,NO_ANSWER,31,2025-01-23,AG_105
LDSMFG_123003,HUMAN,NO_ANSWER,81,2025-01-13,AG_138
LDSMFG_120292,HUMAN,NO_ANSWER,210,2025-01-12,AG_149
LDSMFG_157443,HUMAN,BUSY,59,2025-01-13,AG_134
LDSMFG_156630,HUMAN,ANSWERED,76,2025-01-03,AG_149
LDSMFG_118146,HUMAN,NO_ANSWER,177,2025-01-30,AG_129
LDSMFG_192656,HUMAN,NO_ANSWER,275,2025-01-06,AG_124
LDSMFG_167348,HUMAN,BUSY,240,2025-01-28,AG_148
LDSMFG_120234,HUMAN,NO_ANSWER,64,2025-01-22,AG_134
LDSMFG_157130,HUMAN,NO_ANSWER,127,2025-01-25,AG_143
LDSMFG_183022,HUMAN,NO_ANSWER,142,2025-01-01,AG_147
LDSMFG_179967,HUMAN,BUSY,235,2025-01-16,AG_142
LDSMFG_179756,HUMAN,NO_ANSWER,237,2025-01-29,AG_141
LDSMFG_148872,HUMAN,NO_ANSWER,15,2025-01-18,AG_102
LDSMFG_168989,HUMAN,ANSWERED,11,2025-01-09,AG_103
LDSMFG_107562,HUMAN,NO_ANSWER,231,2025-01-21,AG_110
LDSMFG_109000,HUMAN,NO_ANSWER,253,2025-01-02,AG_143
LDSMFG_135417,HUMAN,NO_ANSWER,183,2025-01-12,AG_141
LDSMFG_191306,HUMAN,NO_ANSWER,8,2025-01-12,AG_110
LDSMFG_191594,HUMAN,NO_ANSWER,16,2025-01-07,AG_138
LDSMFG_159649,HUMAN,NO_ANSWER,162,2025-01-16,AG_106
LDSMFG_187074,HUMAN,NO_ANSWER,27,2025-01-27,AG_138
LDSMFG_159560,HUMAN,NO_ANSWER,23,2025-01-08,AG_100
LDSMFG_139710,HUMAN,NO_ANSWER,115,2025-01-14,AG_137
LDSMFG_168497,HUMAN,NO_ANSWER,105,2025-01-03,AG_119
LDSMFG_190729,HUMAN,ANSWERED,184,2025-01-06,AG_104
LDSMFG_176074,HUMAN,NO_ANSWER,144,2025-01-26,AG_106
LDSMFG_191713,HUMAN,ANSWERED,41,2025-01-09,AG_139
LDSMFG_143560,HUMAN,ANSWERED,271,2025-01-27,AG_120
LDSMFG_127052,HUMAN,NO_ANSWER,133,2025-01-26,AG_127
LDSMFG_195522,HUMAN,NO_ANSWER,162,2025-01-11,AG_117
LDSMFG_149898,HUMAN,NO_ANSWER,42,2025-01-09,AG_140
LDSMFG_148190,HUMAN,BUSY,244,2025-01-30,AG_116
LDSMFG_120361,HUMAN,BUSY,260,2025-01-02,AG_125
LDSMFG_108651,HUMAN,ANSWERED,196,2025-01-24,AG_108
LDSMFG_165269,HUMAN,ANSWERED,291,2025-01-11,AG_146
LDSMFG_112791,HUMAN,BUSY,66,2025-01-19,AG_127
LDSMFG_146741,HUMAN,NO_ANSWER,244,2025-01-21,AG_100
LDSMFG_106570,HUMAN,NO_ANSWER,85,2025-01-08,AG_123
LDSMFG_199314,HUMAN,NO_ANSWER,297,2025-01-28,AG_137
LDSMFG_141651,HUMAN,ANSWERED,93,2025-01-26,AG_106
LDSMFG_166912,HUMAN,NO_ANSWER,297,2025-01-06,AG_119
LDSMFG_170970,HUMAN,NO_ANSWER,269,2025-01-03,AG_128
LDSMFG_109511,HUMAN,NO_ANSWER,28,2025-01-06,AG_121
LDSMFG_199507,HUMAN,NO_ANSWER,0,2025-01-17,AG_137
LDSMFG_169573,HUMAN,BUSY,150,2025-01-19,AG_111
LDSMFG_149074,HUMAN,NO_ANSWER,220,2025-01-03,AG_136
LDSMFG_128286,HUMAN,ANSWERED,0,2025-01-07,AG_106
LDSMFG_132992,HUMAN,NO_ANSWER,110,2025-01-19,AG_132
LDSMFG_160148,HUMAN,NO_ANSWER,288,2025-01-02,AG_107
LDSMFG_180258,HUMAN,NO_ANSWER,44,2025-01-21,AG_122
LDSMFG_145155,HUMAN,ANSWERED,160,2025-01-28,AG_124
LDSMFG_188006,HUMAN,NO_ANSWER,97,2025-01-02,AG_144
LDSMFG_139211,HUMAN,NO_ANSWER,133,2025-01-14,AG_145
LDSMFG_137641,HUMAN,NO_ANSWER,9,2025-01-12,AG_125
LDSMFG_112465,HUMAN,BUSY,33,2025-01-27,AG_120
LDSMFG_169863,HUMAN,BUSY,201,2025-01-28,AG_119
LDSMFG_120992,HUMAN,NO_ANSWER,274,2025-01-27,AG_135
LDSMFG_108643,HUMAN,NO_ANSWER,172,2025-01-19,AG_149
LDSMFG_153510,HUMAN,NO_ANSWER,241,2025-01-05,AG_142
LDSMFG_129051,HUMAN,NO_ANSWER,246,2025-01-05,AG_107
LDSMFG_180059,HUMAN,NO_ANSWER,250,2025-01-25,AG_127
LDSMFG_165917,HUMAN,ANSWERED,256,2025-01-24,AG_144
LDSMFG_119133,HUMAN,ANSWERED,200,2025-01-03,AG_108
LDSMFG_100607,HUMAN,NO_ANSWER,238,2025-01-24,AG_105
LDSMFG_127821,HUMAN,NO_ANSWER,50,2025-01-30,AG_133
LDSMFG_160914,HUMAN,ANSWERED,86,2025-01-16,AG_110
LDSMFG_195975,HUMAN,NO_ANSWER,81,2025-01-16,AG_134
LDSMFG_143199,HUMAN,NO_ANSWER,195,2025-01-19,AG_129
LDSMFG_158964,HUMAN,NO_ANSWER,212,2025-01-19,AG_130
LDSMFG_138256,HUMAN,ANSWERED,97,2025-01-14,AG_125
LDSMFG_103166,HUMAN,ANSWERED,142,2025-01-08,AG_119
LDSMFG_126479,HUMAN,NO_ANSWER,171,2025-01-28,AG_121
LDSMFG_167748,HUMAN,NO_ANSWER,14,2025-01-19,AG_102
LDSMFG_157789,HUMAN,ANSWERED,283,2025-01-21,AG_118
LDSMFG_147964,HUMAN,NO_ANSWER,29,2025-01-28,AG_135
LDSMFG_173483,HUMAN,NO_ANSWER,32,2025-01-08,AG_130
LDSMFG_117591,HUMAN,NO_ANSWER,68,2025-01-16,AG_148
LDSMFG_100875,HUMAN,NO_ANSWER,154,2025-01-11,AG_143
LDSMFG_156314,HUMAN,ANSWERED,52,2025-01-23,AG_137
LDSMFG_113981,HUMAN,BUSY,121,2025-01-10,AG_146
LDSMFG_156633,HUMAN,NO_ANSWER,281,2025-01-20,AG_128
LDSMFG_146081,HUMAN,NO_ANSWER,165,2025-01-16,AG_106
LDSMFG_162248,HUMAN,NO_ANSWER,176,2025-01-17,AG_102
LDSMFG_161130,HUMAN,NO_ANSWER,188,2025-01-08,AG_121
LDSMFG_168511,HUMAN,NO_ANSWER,47,2025-01-24,AG_127
LDSMFG_139307,HUMAN,NO_ANSWER,291,2025-01-29,AG_114
LDSMFG_193382,HUMAN,NO_ANSWER,275,2025-01-07,AG_111
LDSMFG_111232,HUMAN,NO_ANSWER,42,2025-01-12,AG_124
LDSMFG_141162,HUMAN,NO_ANSWER,15,2025-01-24,AG_120
LDSMFG_167436,HUMAN,NO_ANSWER,66,2025-01-15,AG_110
LDSMFG_129891,HUMAN,ANSWERED,94,2025-01-20,AG_125
LDSMFG_166988,HUMAN,NO_ANSWER,135,2025-01-08,AG_113
LDSMFG_114534,HUMAN,NO_ANSWER,277,2025-01-13,AG_140
LDSMFG_131418,HUMAN,NO_ANSWER,280,2025-01-13,AG_106
LDSMFG_173845,HUMAN,ANSWERED,153,2025-01-12,AG_129
LDSMFG_111160,HUMAN,NO_ANSWER,80,2025-01-26,AG_138
LDSMFG_188956,HUMAN,NO_ANSWER,30,2025-01-20,AG_132
LDSMFG_179752,HUMAN,NO_ANSWER,129,2025-01-04,AG_134
LDSMFG_125007,HUMAN,NO_ANSWER,244,2025-01-06,AG_146
LDSMFG_154811,HUMAN,NO_ANSWER,122,2025-01-10,AG_147
LDSMFG_192151,HUMAN,ANSWERED,202,2025-01-21,AG_100
LDSMFG_198099,HUMAN,ANSWERED,135,2025-01-30,AG_136
LDSMFG_135723,HUMAN,ANSWERED,138,2025-01-28,AG_140
LDSMFG_109629,HUMAN,NO_ANSWER,153,2025-01-19,AG_137
LDSMFG_185109,HUMAN,ANSWERED,50,2025-01-08,AG_119
LDSMFG_107000,HUMAN,NO_ANSWER,169,2025-01-13,AG_139
LDSMFG_121349,HUMAN,ANSWERED,220,2025-01-06,AG_122
LDSMFG_142501,HUMAN,ANSWERED,1,2025-01-26,AG_118
LDSMFG_142104,HUMAN,NO_ANSWER,285,2025-01-21,AG_143
LDSMFG_113510,HUMAN,NO_ANSWER,159,2025-01-09,AG_108
LDSMFG_123546,HUMAN,BUSY,220,2025-01-10,AG_117
LDSMFG_195327,HUMAN,ANSWERED,212,2025-01-01,AG_115
LDSMFG_148011,HUMAN,ANSWERED,148,2025-01-08,AG_148
LDSMFG_136357,HUMAN,NO_ANSWER,125,2025-01-07,AG_118
LDSMFG_167201,HUMAN,ANSWERED,64,2025-01-03,AG_121
LDSMFG_130890,HUMAN,ANSWERED,39,2025-01-17,AG_123
LDSMFG_172506,HUMAN,NO_ANSWER,193,2025-01-22,AG_134
LDSMFG_167553,HUMAN,NO_ANSWER,267,2025-01-09,AG_117
LDSMFG_109917,HUMAN,ANSWERED,257,2025-01-29,AG_118
LDSMFG_104359,HUMAN,ANSWERED,15,2025-01-26,AG_138
LDSMFG_180346,HUMAN,NO_ANSWER,2,2025-01-08,AG_138
LDSMFG_140780,HUMAN,NO_ANSWER,130,2025-01-26,AG_110
LDSMFG_160881,HUMAN,NO_ANSWER,192,2025-01-23,AG_149
LDSMFG_169665,HUMAN,BUSY,90,2025-01-19,AG_109
LDSMFG_127326,HUMAN,ANSWERED,243,2025-01-06,AG_144
LDSMFG_194393,HUMAN,NO_ANSWER,58,2025-01-16,AG_118
LDSMFG_117140,HUMAN,NO_ANSWER,290,2025-01-19,AG_109
LDSMFG_128371,HUMAN,ANSWERED,276,2025-01-23,AG_107
LDSMFG_102514,HUMAN,BUSY,165,2025-01-02,AG_135
LDSMFG_137093,HUMAN,ANSWERED,249,2025-01-09,AG_120
LDSMFG_155097,HUMAN,NO_ANSWER,218,2025-01-07,AG_140
LDSMFG_174369,HUMAN,ANSWERED,136,2025-01-21,AG_148
LDSMFG_122984,HUMAN,NO_ANSWER,151,2025-01-05,AG_102
LDSMFG_181944,HUMAN,NO_ANSWER,131,2025-01-29,AG_149
LDSMFG_152724,HUMAN,ANSWERED,293,2025-01-30,AG_117
LDSMFG_104487,HUMAN,ANSWERED,146,2025-01-16,AG_105
LDSMFG_118811,HUMAN,BUSY,69,2025-01-02,AG_135
LDSMFG_114327,HUMAN,ANSWERED,36,2025-01-14,AG_104
LDSMFG_127053,HUMAN,NO_ANSWER,247,2025-01-12,AG_136
LDSMFG_118255,HUMAN,NO_ANSWER,15,2025-01-14,AG_102
LDSMFG_148827,HUMAN,NO_ANSWER,249,2025-01-24,AG_113
LDSMFG_181865,HUMAN,NO_ANSWER,101,2025-01-24,AG_111
LDSMFG_188292,HUMAN,NO_ANSWER,254,2025-01-06,AG_138
LDSMFG_178953,HUMAN,ANSWERED,264,2025-01-28,AG_134
LDSMFG_152336,HUMAN,NO_ANSWER,62,2025-01-07,AG_107
LDSMFG_148676,HUMAN,BUSY,120,2025-01-18,AG_121
LDSMFG_138710,HUMAN,NO_ANSWER,70,2025-01-05,AG_144
LDSMFG_184403,HUMAN,ANSWERED,18,2025-01-27,AG_108
LDSMFG_141778,HUMAN,NO_ANSWER,260,2025-01-17,AG_124
LDSMFG_105952,HUMAN,ANSWERED,82,2025-01-23,AG_139
LDSMFG_181087,HUMAN,ANSWERED,250,2025-01-16,AG_109
LDSMFG_120199,HUMAN,ANSWERED,291,2025-01-15,AG_141
LDSMFG_151936,HUMAN,BUSY,168,2025-01-11,AG_121
LDSMFG_158238,HUMAN,BUSY,79,2025-01-02,AG_141
LDSMFG_145661,HUMAN,ANSWERED,108,2025-01-02,AG_142
LDSMFG_107929,HUMAN,NO_ANSWER,67,2025-01-17,AG_118
LDSMFG_104207,HUMAN,ANSWERED,203,2025-01-02,AG_137
LDSMFG_154907,HUMAN,NO_ANSWER,268,2025-01-09,AG_129
LDSMFG_143105,HUMAN,NO_ANSWER,276,2025-01-29,AG_130
LDSMFG_181476,HUMAN,ANSWERED,236,2025-01-29,AG_121
LDSMFG_194873,HUMAN,NO_ANSWER,62,2025-01-01,AG_144
LDSMFG_109211,HUMAN,BUSY,277,2025-01-02,AG_101
LDSMFG_179035,HUMAN,NO_ANSWER,206,2025-01-22,AG_133
LDSMFG_114876,HUMAN,ANSWERED,249,2025-01-26,AG_148
LDSMFG_160281,HUMAN,ANSWERED,106,2025-01-27,AG_111
LDSMFG_104253,HUMAN,ANSWERED,39,2025-01-16,AG_107
LDSMFG_166143,HUMAN,NO_ANSWER,6,2025-01-02,AG_119
LDSMFG_150161,HUMAN,NO_ANSWER,294,2025-01-04,AG_103
LDSMFG_151275,HUMAN,BUSY,240,2025-01-25,AG_115
LDSMFG_124165,HUMAN,NO_ANSWER,84,2025-01-14,AG_148
LDSMFG_158136,HUMAN,BUSY,270,2025-01-06,AG_137
LDSMFG_176173,HUMAN,NO_ANSWER,218,2025-01-04,AG_130
LDSMFG_188756,HUMAN,BUSY,13,2025-01-06,AG_137
LDSMFG_185047,HUMAN,NO_ANSWER,110,2025-01-30,AG_109
LDSMFG_126276,HUMAN,BUSY,58,2025-01-03,AG_128
LDSMFG_160323,HUMAN,NO_ANSWER,296,2025-01-21,AG_137
LDSMFG_143234,HUMAN,NO_ANSWER,227,2025-01-30,AG_137
LDSMFG_178778,HUMAN,NO_ANSWER,190,2025-01-30,AG_105
LDSMFG_167159,HUMAN,NO_ANSWER,127,2025-01-21,AG_128
LDSMFG_177358,HUMAN,NO_ANSWER,206,2025-01-13,AG_146
LDSMFG_191711,HUMAN,BUSY,129,2025-01-30,AG_112
LDSMFG_182698,HUMAN,ANSWERED,246,2025-01-04,AG_116
LDSMFG_174167,HUMAN,NO_ANSWER,269,2025-01-17,AG_135
LDSMFG_180749,HUMAN,NO_ANSWER,104,2025-01-24,AG_147
LDSMFG_161396,HUMAN,NO_ANSWER,198,2025-01-06,AG_131
LDSMFG_151921,HUMAN,NO_ANSWER,79,2025-01-21,AG_107
LDSMFG_139686,HUMAN,NO_ANSWER,27,2025-01-26,AG_107
LDSMFG_158226,HUMAN,NO_ANSWER,215,2025-01-25,AG_117
LDSMFG_116093,HUMAN,ANSWERED,95,2025-01-08,AG_131
LDSMFG_126031,HUMAN,ANSWERED,165,2025-01-20,AG_141
LDSMFG_119278,HUMAN,NO_ANSWER,259,2025-01-29,AG_146
LDSMFG_101419,HUMAN,NO_ANSWER,186,2025-01-23,AG_131
LDSMFG_184622,HUMAN,NO_ANSWER,54,2025-01-24,AG_134
LDSMFG_155251,HUMAN,NO_ANSWER,125,2025-01-13,AG_112
LDSMFG_197048,HUMAN,NO_ANSWER,268,2025-01-29,AG_136
LDSMFG_168344,HUMAN,ANSWERED,17,2025-01-06,AG_103
LDSMFG_167448,HUMAN,NO_ANSWER,224,2025-01-11,AG_142
LDSMFG_149231,HUMAN,ANSWERED,186,2025-01-25,AG_139
LDSMFG_193141,HUMAN,NO_ANSWER,96,2025-01-06,AG_104
LDSMFG_128401,HUMAN,NO_ANSWER,239,2025-01-13,AG_140
LDSMFG_199002,HUMAN,BUSY,42,2025-01-09,AG_100
LDSMFG_161206,HUMAN,BUSY,36,2025-01-19,AG_105
LDSMFG_131710,HUMAN,NO_ANSWER,197,2025-01-01,AG_125
LDSMFG_112420,HUMAN,ANSWERED,174,2025-01-06,AG_144
LDSMFG_147164,HUMAN,ANSWERED,132,2025-01-01,AG_126
LDSMFG_114725,HUMAN,NO_ANSWER,29,2025-01-26,AG_125
LDSMFG_197057,HUMAN,NO_ANSWER,261,2025-01-07,AG_105
LDSMFG_168881,HUMAN,ANSWERED,96,2025-01-26,AG_118
LDSMFG_118979,HUMAN,ANSWERED,263,2025-01-28,AG_114
LDSMFG_107217,HUMAN,NO_ANSWER,274,2025-01-14,AG_109
LDSMFG_110265,HUMAN,BUSY,42,2025-01-16,AG_122
LDSMFG_178253,HUMAN,NO_ANSWER,76,2025-01-07,AG_124
LDSMFG_139617,HUMAN,NO_ANSWER,38,2025-01-27,AG_121
LDSMFG_169790,HUMAN,ANSWERED,111,2025-01-18,AG_146
LDSMFG_142803,HUMAN,NO_ANSWER,172,2025-01-10,AG_115
LDSMFG_145641,HUMAN,NO_ANSWER,269,2025-01-21,AG_144
LDSMFG_151711,HUMAN,NO_ANSWER,261,2025-01-10,AG_148
LDSMFG_184182,HUMAN,ANSWERED,78,2025-01-29,AG_117
LDSMFG_137835,HUMAN,ANSWERED,133,2025-01-13,AG_125
LDSMFG_156715,HUMAN,NO_ANSWER,92,2025-01-01,AG_111
LDSMFG_147668,HUMAN,NO_ANSWER,139,2025-01-05,AG_139
